"database","schema","table","column","ordinal","data_type","is_nullable"
"tmdsDatabaseStatic","dbo","tblCompTracks","SlottingTK","32","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackLength","33","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DeviceBlocking","34","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FieldBlocking","35","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FoulTime","36","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackPermit","37","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackTime","38","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","Traffic","39","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FBZ","40","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FBK","41","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TimeZone","42","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackLock","43","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackLockBit","44","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackUID","45","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","OSReporting","46","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","GraphicGroup","47","tinyint","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","ScreenRegion","48","tinyint","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LossOfShunt","49","tinyint","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FBZ2","50","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FBK2","51","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","ReleaseTrainIDTrack","52","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowTNTOnSplit","53","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","BlueFlag","54","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","OCS","55","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackSpeeds","56","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","PassRedSignalAlertOff","57","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","Notes","58","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","SlotFieldTraffic","59","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","PTCBlockID","60","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RefuseOpposingAuthoritiesFromLeft","61","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RefuseOpposingAuthoritiesFromRight","62","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AllowOpposingAuthorityCreationToLeft","63","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AllowOpposingAuthorityCreationToRight","64","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","HoldingSignalSlottingTrack","65","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","HoldingSignalOSLeftBoundReporting","66","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","HoldingSignalOSRightBoundReporting","67","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","OverrideLeftTrafficCheck","68","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","OverrideRightTrafficCheck","69","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackBlockingReferences","70","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","MatchMode","71","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","MilePostSuffix","72","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TurnOutTrack","73","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AltLinkThree","74","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AltLinkFour","75","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","HAZMATAlarming","76","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","FoulingTrackSPMS","77","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RouteName","78","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RouteBlocking","79","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackIntegrityZone","80","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackIntegrityZoneUID","81","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackIntegrityZoneName","82","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TIZMonitorModeTimeOut","83","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AuthorityConfirmationRequired","84","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AlternateTrackNames","85","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AlternateTrackAbbreviation","86","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AllowMainTrackEntrance","87","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","MainTrackEntrancePoints","88","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AllowForceOperationsToTWC","89","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","EnableAbsolutePermissiveBlock","90","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AbsolutePermissiveBlockPTCUID","91","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LineSegmentGroupUID","92","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DerailmentDetectorEnabled","93","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DerailmentDetectorIndBit","94","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DerailmentDetectorCtlBit","95","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DerailmentDetectorInhibited","96","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","MilepostPrefix","97","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","AdditionalReferenceUID","98","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","EnablePositionReporting","99","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackNameAlias","100","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","EnableNonControlledSiding","101","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","EnableControlledSiding","102","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowLeftSignalRequestOnOccupancy","103","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowRightSignalRequestOnOccupancy","104","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackSpeedAverage","105","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackSpeedMaximum","106","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackElevationAverage","107","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackElevationMaximum","108","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackElevationAscending","109","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackSpeedMaximumFreight","110","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackSpeedMaximumPassengar","111","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","QIND","112","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","QCTL","113","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","PTCTrackType","114","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","JointControl","115","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSEnabled","116","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSCircuitName","117","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkLeft","118","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkRight","119","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkAlt1","120","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkAlt2","121","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkAlt3","122","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TMPSLinkAlt4","123","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LatitudeLeft","124","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LongitudeLeft","125","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LatitudeRight","126","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LongitudeRight","127","float","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","ForceIgnoreTrainDirectionChange","128","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","SuppressAuthorityRelease","129","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","TrackWarrantEnforcementEnabled","130","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RailroadUniqueIdentifierName","131","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowBulletin","132","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowEntryExitSelection","133","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LocationName1","134","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LocationValue1","135","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LocationName2","136","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LocationValue2","137","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","ExcludeFromPTCSegments","138","bit","NO"
"tmdsDatabaseStatic","dbo","tblCompTracks","DisallowTrainTypes","139","nvarchar","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LeftDarkAreaFlag","140","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","LeftDarkShelfTrack","141","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RightDarkAreaFlag","142","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","RightDarkShelfTrack","143","int","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","ManualInterlocking","144","bit","YES"
"tmdsDatabaseStatic","dbo","tblCompTracks","EATCEnable","145","bit","NO"
