"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","PIND","PCTL","SIND","SCTL","TIND","TCTL","LeftLimitRange","RightLimitRange","LeftLimitMPRange","RightLimitMPRange","AuthorityType","TrkName","LeftLimitName","RightLimitName","TerritoryAssignment","Subdivision","SlottingTK","TrackLength","DeviceBlocking","FieldBlocking","FoulTime","TrackPermit","TrackTime","Traffic","FBZ","FBK","TimeZone","TrackLock","TrackLockBit","TrackUID","OSReporting","GraphicGroup","ScreenRegion","LossOfShunt","FBZ2","FBK2","ReleaseTrainIDTrack","DisallowTNTOnSplit","BlueFlag","OCS","TrackSpeeds","PassRedSignalAlertOff","Notes","SlotFieldTraffic","PTCBlockID","RefuseOpposingAuthoritiesFromLeft","RefuseOpposingAuthoritiesFromRight","AllowOpposingAuthorityCreationToLeft","AllowOpposingAuthorityCreationToRight","HoldingSignalSlottingTrack","HoldingSignalOSLeftBoundReporting","HoldingSignalOSRightBoundReporting","OverrideLeftTrafficCheck","OverrideRightTrafficCheck","TrackBlockingReferences","MatchMode","MilePostSuffix","TurnOutTrack","AltLinkThree","AltLinkFour","HAZMATAlarming","FoulingTrackSPMS","RouteName","RouteBlocking","TrackIntegrityZone","TrackIntegrityZoneUID","TrackIntegrityZoneName","TIZMonitorModeTimeOut","AuthorityConfirmationRequired","AlternateTrackNames","AlternateTrackAbbreviation","AllowMainTrackEntrance","MainTrackEntrancePoints","AllowForceOperationsToTWC","EnableAbsolutePermissiveBlock","AbsolutePermissiveBlockPTCUID","LineSegmentGroupUID","DerailmentDetectorEnabled","DerailmentDetectorIndBit","DerailmentDetectorCtlBit","DerailmentDetectorInhibited","MilepostPrefix","AdditionalReferenceUID","EnablePositionReporting","TrackNameAlias","EnableNonControlledSiding","EnableControlledSiding","DisallowLeftSignalRequestOnOccupancy","DisallowRightSignalRequestOnOccupancy","TrackSpeedAverage","TrackSpeedMaximum","TrackElevationAverage","TrackElevationMaximum","TrackElevationAscending","TrackSpeedMaximumFreight","TrackSpeedMaximumPassengar","QIND","QCTL","PTCTrackType","JointControl","TMPSEnabled","TMPSCircuitName","TMPSLinkLeft","TMPSLinkRight","TMPSLinkAlt1","TMPSLinkAlt2","TMPSLinkAlt3","TMPSLinkAlt4","LatitudeLeft","LongitudeLeft","LatitudeRight","LongitudeRight","ForceIgnoreTrainDirectionChange","SuppressAuthorityRelease","TrackWarrantEnforcementEnabled","RailroadUniqueIdentifierName","DisallowBulletin","DisallowEntryExitSelection","LocationName1","LocationValue1","LocationName2","LocationValue2","ExcludeFromPTCSegments","DisallowTrainTypes","LeftDarkAreaFlag","LeftDarkShelfTrack","RightDarkAreaFlag","RightDarkShelfTrack","ManualInterlocking","EATCEnable"
"200219","200007","TK","T","1755","170","1790","170","200222","200223","0","0","0","0","13","6;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0","0","105.87","105.89","CTC","MAIN","WEST LIMITS CP SCHOOL","EAST LIMITS CP SCHOOL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","4","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200220","200007","TK","T","1675","225","1700","225","200217","200221","0","0","0","0","13","6;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0","0","105.5","105.87","CTC","MAIN","WEST LIMITS CP SCHOOL","EAST LIMITS CP SCHOOL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","5","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200221","200007","TK","T","1700","225","1755","170","200220","200222","0","0","0","0","13","6;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0","0","105.5","105.87","CTC","MAIN","WEST LIMITS CP SCHOOL","EAST LIMITS CP SCHOOL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","5","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200224","200007","1WABK","T","1790","170","1870","170","200223","200228","0","0","0","0","13","8;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0","0","105.89","106","CTC","MAIN","CP SCHOOL","EBNS, MELROSE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","4","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200226","200009","1072BK","T","50","470","95","470","200228","200229","0","0","0","0","14","17;1;200009;0014","0;1;200009;0014","0;1;200009;0014","0;1;200009;0014","0;1;200009;0014","0;1;200009;0014","0","0","106.5","107","CTC","MAIN","CP SCHOOL","EBNS, MELROSE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200228","200007","1062BK","T","5","470","50","470","200224","200226","0","0","0","0","13","15;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0;1;200007;0013","0","0","106","106.5","CTC","MAIN","CP SCHOOL","EBNS, MELROSE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;1;200007;0013","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200229","200009","MSTK","T","95","470","155","470","200226","200267","0","0","0","0","14","14;1;200009;14","0;1;200009;14","0;1;200009;14","0;1;200009;14","0;1;200009;14","0;1;200009;14","0","0","107","107.3","CTC","MAIN","CP SCHOOL","EBNS, MELROSE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200230","200010","1081BK","T","410","470","470","470","200232","200236","0","0","0","0","15","17;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108.4","108.6","CTC","MT1","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200231","200010","1083BK","T","410","525","470","525","200233","200237","0","0","0","0","15","18;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108.4","108.6","CTC","MT2","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200232","200010","1WABK","T","345","470","410","470","200244","200230","0","0","0","0","15","8;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108.22","108.4","CTC","MT1","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200233","200010","2WABK","T","345","525","410","525","200245","200231","0","0","0","0","15","14;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108.22","108.4","CTC","MT2","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200234","200011","1VSTK","T","530","470","590","470","200236","200268","0","0","0","0","16","10;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","108.8","109.19","CTC","MT1","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;1;200011;0016","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200235","200011","2VSTK","T","530","525","590","525","200237","200269","0","0","0","0","16","11;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","108.8","109.19","CTC","MT2","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200236","200011","1091BK","T","470","470","530","470","200230","200234","0","0","0","0","16","12;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","108.6","108.8","CTC","MT1","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200237","200011","1093BK","T","470","525","530","525","200231","200235","0","0","0","0","16","13;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","108.6","108.8","CTC","MT2","CP ANGEL","EBNS, VISTA","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200238","200010","1EABK","T","155","470","230","470","200267","200243","0","0","0","0","15","7;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","107.3","107.98","CTC","MAIN","EBNS, MELROSE","CP ANGEL","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","True","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200239","200010","TK","T","230","470","265","470","200243","200246","0","0","0","0","15","6;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","107.98","108","CTC","MAIN","WEST LIMITS CP ANGEL","EAST LIMITS CP ANGEL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","9","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200240","200010","TK","T","265","470","345","470","200246","200244","0","0","0","0","15","6;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108","108.22","CTC","MAIN","WEST LIMITS CP ANGEL","EAST LIMITS CP ANGEL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","9","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200241","200010","TK","T","265","470","320","525","200246","200242","0","0","0","0","15","6;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108","108.22","CTC","MAIN","WEST LIMITS CP ANGEL","EAST LIMITS CP ANGEL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","9","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200242","200010","TK","T","320","525","345","525","200241","200245","0","0","0","0","15","6;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0;1;200010;0015","0","0","108","108.22","CTC","MAIN","WEST LIMITS CP ANGEL","EAST LIMITS CP ANGEL","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","10","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200247","200011","1094BK","T","590","470","720","470","200268","200261","0","0","0","0","16","29;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","109.19","110.2","CTC","MT1","EBNS, VISTA","WBNS, CIVIC CTR VISTA","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;1;200011;0016","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200248","200011","1096BK","T","590","525","720","525","200269","200260","0","0","0","0","16","30;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0;1;200011;0016","0","0","109.19","110.2","CTC","MT2","EBNS, VISTA","WBNS, CIVIC CTR VISTA","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200252","200013","TK","T","930","470","1015","470","200250","200256","0","0","0","0","18","6;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0","0","111.21","111.4","CTC","MAIN","WEST LIMITS CP AVENUE","EAST LIMITS CP AVENUE","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","9","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200253","200013","TK","T","1015","470","1050","470","200256","200257","0","0","0","0","18","6;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0","0","111.4","111.41","CTC","MAIN","WEST LIMITS CP AVENUE","EAST LIMITS CP AVENUE","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","9","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200254","200013","TK","T","930","525","955","525","200251","200255","0","0","0","0","18","6;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0","0","111.21","111.4","CTC","MAIN","WEST LIMITS CP AVENUE","EAST LIMITS CP AVENUE","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","10","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200255","200013","TK","T","955","525","1015","470","200254","200256","0","0","0","0","18","6;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0","0","111.21","111.4","CTC","MAIN","WEST LIMITS CP AVENUE","EAST LIMITS CP AVENUE","200","1","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","10","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200258","200013","1WABK","T","1050","470","1120","470","200257","200265","0","0","0","0","18","9;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0;1;200013;0018","0","0","111.41","112.45","CTC","MAIN","CP AVENUE","WBNS, BUENA CREEK","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","True","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200272","200012","1102BK","T","790","470","860","470","200274","200279","0","0","0","0","17","11;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0","0","110.5","111","CTC","MT1","WBNS, ESCON AVE","CP AVENUE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","9","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"200273","200012","1104BK","T","790","525","860","525","200275","200277","0","0","0","0","17","12;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0;1;200012;0017","0","0","110.5","111","CTC","MT2","WBNS, ESCON AVE","CP AVENUE","200","1","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","10","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","","","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
