"WordType","CDLNNumber","CSNumber","CPNumber","BPAssignment","Mnemonic","LongName","BitType","UID","CodeLineName","CodeLineLimits","LegacyType","SessionProtocol","NormalCodeserverName","StandbyCodeserverName","PacketSwitchPName","PacketSwitchSName","StationName","ControlAddress","IndicationAddress","NumberOfControls","NumberOfIndications","WaysideATCSAddress","WaysideEMPAddress","ControlPointName","PTCSiteName","SubdivisionUID","SubdivisionName","TerritoryAssignment"
"I","23","1","200020","7","1EABK","MAIN 1, EAST TRACK INDICATION","None","7B26383E-432B-4D0E-A697-AFB88AF6A073","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","8","2EABK","MAIN 2, EAST TRACK INDICATION","None","42025A21-C58E-48AB-8588-B8A8FCCABE45","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","9","BLANK","BLANK INDICATION","None","2E0655EF-B138-4925-A8D7-9512072E4325","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","10","1177POK","POWER OFF INDICATION","None","560C2F63-6800-4B98-BD66-CE2D63B1D240","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","11","1177DOK","ILLEGAL ENTRY INDICATION","None","BC9E6A9D-BB6F-4BAD-9F84-00E6971798CF","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","12","1177MOK","MANUAL OPERATE INDICATION","None","F3353BDF-DA38-45EE-AB1E-E75AC4D38A2E","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","13","1177LOK","LIGHT OUT INDICATION","None","E7BFBF1C-9B94-49E1-9CFC-FB8236FAAC1F","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","14","1CSSTK","1CSSTK","None","4AF0BDB0-99A3-476B-9304-B50719BB74F3","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","15","2CSSTK","2CSSTK","None","214BDDA2-5BCF-491D-8060-9A5F12C8E84A","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","16","BLANK","BLANK INDICATION","None","703F30E4-65ED-4745-959A-7075C18BDD20","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","17","1173POK","1173POK","None","8E6A7002-4906-4C14-A785-D84F2C6A7A58","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","18","1173DOK","1173DOK","None","E0BF2D50-59C9-4730-A9C8-142ADABEBE89","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","19","BLANK","BLANK INDICATION","None","E6A0AA69-8DFD-433D-8A89-BB10FA1E27C9","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","20","BLANK","BLANK INDICATION","NONE","93539EC8-A08D-49ED-9749-3EC9FFDE8ECB","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","21","BLANK","BLANK INDICATION","NONE","F383B102-730E-45CA-88A6-0E70A55B6531","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","22","BLANK","BLANK INDICATION","NONE","8CEC0E85-8CF1-40DC-B007-CFD7D6111ED3","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","23","BLANK","BLANK INDICATION","NONE","9ECE4C7D-B1C2-44A3-B1FE-0320EA558A7B","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","24","BLANK","BLANK INDICATION","NONE","8C676621-0928-4D88-8258-C650D308B0FB","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","25","BLANK","BLANK INDICATION","NONE","C1960753-3156-47F6-BF1B-7AD89A9D92F4","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","26","BLANK","BLANK INDICATION","NONE","4139E828-1F5B-4BDC-843E-57C53D898635","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","27","BLANK","BLANK INDICATION","NONE","C51A96B9-8AB1-4FD9-808D-EB9929101C2D","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","28","BLANK","BLANK INDICATION","NONE","0C3434DD-EC44-4E1B-AC70-189BFB277439","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","29","BLANK","BLANK INDICATION","NONE","03FB6204-82C1-4C87-8574-C7ADE399CFAE","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","30","BLANK","BLANK INDICATION","NONE","84CFD93D-88CC-43B0-994E-9358D7F9097A","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","31","BLANK","BLANK INDICATION","NONE","00EA3A62-50F8-447B-9A9B-CCFEB830629A","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","32","BLANK","BLANK INDICATION","NONE","4DA73B09-C68B-46A3-A78E-D2B37A8182DE","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","33","BLANK","BLANK INDICATION","NONE","D55DF4B2-20F1-4963-B776-661AFCD90B33","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","34","BLANK","BLANK INDICATION","NONE","35F1F633-5A47-4D98-BCAE-C0C38BA80A80","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","35","BLANK","BLANK INDICATION","NONE","53433AA8-7C74-4CC0-8517-9EC0D893092C","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","36","BLANK","BLANK INDICATION","NONE","092B0F59-7734-4EAF-89F1-EC14E0D401B6","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","37","BLANK","BLANK INDICATION","NONE","CD65CE2F-1E43-45BB-91F9-B661E6BF2912","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","38","BLANK","BLANK INDICATION","NONE","94DBB611-F12D-4CE1-ACE6-A5CD3458BA6E","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","39","BLANK","BLANK INDICATION","NONE","9D85FC1E-2A88-4D1D-91DF-0521A751E09B","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","40","BLANK","BLANK INDICATION","NONE","5E18AC19-3A72-4CD2-B4FA-F6592E47D334","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","41","BLANK","BLANK INDICATION","NONE","075BCC4E-E0D1-436E-A3DB-143A968D46F9","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","42","BLANK","BLANK INDICATION","NONE","E2261889-A73E-4E57-B5AF-23318A570BFE","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","43","BLANK","BLANK INDICATION","NONE","5584F532-7640-4B7E-9BA4-C165F977229B","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","44","BLANK","BLANK INDICATION","NONE","2C93CB50-0609-48F6-9E76-948CF71485C6","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","45","BLANK","BLANK INDICATION","NONE","E792A54A-AA8F-4C63-BB6C-4FBFF88C2536","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","46","BLANK","BLANK INDICATION","NONE","9DF5D965-4559-4BFC-95E6-FF188EED3B0E","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","47","BLANK","BLANK INDICATION","NONE","F5F6DD9B-288B-4618-8513-4AF3CD29206A","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"I","23","1","200020","48","BLANK","BLANK INDICATION","NONE","DDD39C5B-8533-425B-BA7D-DE798BAF1747","CDLN-23","CP SHELLY","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","SHELLY","12","12","48","48",,,"SHELLY","","1","ESCONDIDO","200"
"C","24","1","200019","1","1NWS","1 NORMAL SWITCH CONTROL","None","B68C0E7B-B1B9-44E0-B471-17535290C509","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","2","1RWS","1 REVERSE SWITCH CONTROL","None","9A0D69DC-0B7A-4994-92A0-2466F84B9CBE","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","3","EGHS","EASTBOUND SIGNAL CONTROL","None","3CA3D9B3-3F2F-454A-AFA4-3D91C8D987F2","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","4","WGHS","WESTBOUND SIGNAL INDICATION","None","390D2C86-8D30-4526-9DBB-0F1026A8556B","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","5","BLANK","BLANK CONTROL","NONE","53130A00-51A8-4C33-B655-FCD330C13CE0","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","6","BLANK","BLANK CONTROL","NONE","9F70AEB9-4F5A-4074-953C-1F342A4C902B","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","7","BLANK","BLANK CONTROL","NONE","569FFB46-D35A-45E4-90AC-2BB7CF7EC453","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","8","BLANK","BLANK CONTROL","NONE","0B7AC8D0-D280-4A95-BB7F-1AB1A5D8624C","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","9","BLANK","BLANK CONTROL","NONE","EEB2FCA6-0180-4923-9AE2-D5C3C3A0B1D3","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","10","BLANK","BLANK CONTROL","NONE","EC609B01-2F5C-401D-B374-4665DF83110F","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","11","BLANK","BLANK CONTROL","NONE","3BBC8ECE-FD49-4542-B94F-167404C770A8","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","12","BLANK","BLANK CONTROL","NONE","53A3A52E-51EE-4482-94B3-D2CBA849D1D3","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","13","BLANK","BLANK CONTROL","NONE","AD9C3575-BD3A-42F1-BCF1-1668A7400C57","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","14","BLANK","BLANK CONTROL","NONE","EDD858AD-84D1-474D-8EC6-EBDAB3493784","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","15","BLANK","BLANK CONTROL","NONE","92C3D798-095F-4F6A-8F67-4E4C907C4AE9","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","16","BLANK","BLANK CONTROL","NONE","3B2A4079-624A-47D8-80F8-7B17A12D0F95","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","17","BLANK","BLANK CONTROL","NONE","7B8F7A6E-B90C-4D73-BD3A-0FD12723B24D","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","18","BLANK","BLANK CONTROL","NONE","87F49D62-23C7-48DF-8A56-7008CFBCA31D","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","19","BLANK","BLANK CONTROL","NONE","0D3537F5-9B7E-4A1B-B6FE-194E3F6C8CE2","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","20","BLANK","BLANK CONTROL","NONE","9C258D58-A198-4851-92FD-1E3DB5DE0A23","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","21","BLANK","BLANK CONTROL","NONE","89F4EEE0-5CEC-41E9-AD32-159B457BA1D5","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","22","BLANK","BLANK CONTROL","NONE","787B70A9-DE2D-4C56-8D01-FBC0441FF5E5","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","23","BLANK","BLANK CONTROL","NONE","D7EA2E51-3C1F-47A1-A16C-F86A934A0937","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","24","BLANK","BLANK CONTROL","NONE","57CCF4D6-CBC4-4FCB-8035-FF656C3B8703","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","25","BLANK","BLANK CONTROL","NONE","368F32AE-AFF5-47D2-A223-D89A2D050D12","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","26","BLANK","BLANK CONTROL","NONE","02B8306B-0747-4250-92DD-9DB11D9B3EA1","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","27","BLANK","BLANK CONTROL","NONE","BD98BBDB-77AC-4B32-8697-7166735D4D94","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","28","BLANK","BLANK CONTROL","NONE","5621B011-7AEA-450B-8076-17DDDD5605B9","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","29","BLANK","BLANK CONTROL","NONE","4C460EAF-B1BA-45A5-B5ED-AA935BDA0555","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","30","BLANK","BLANK CONTROL","NONE","A6B94ACB-3B25-4C66-9D01-B2D3FB042A6B","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","31","BLANK","BLANK CONTROL","NONE","BA25D479-3A86-4FCE-9585-7A7E1CF7C91E","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","32","BLANK","BLANK CONTROL","NONE","39CBA707-A1AD-4325-81ED-DE15D992102D","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","33","BLANK","BLANK CONTROL","NONE","2668360C-F2D2-4BBF-AF05-0DEAFC6B846B","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","34","BLANK","BLANK CONTROL","NONE","BF0B0CD2-AE15-4E47-B8B6-3C96CEF5BF41","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","35","BLANK","BLANK CONTROL","NONE","668639EE-DAFE-4741-8629-D8788AEBB523","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","36","BLANK","BLANK CONTROL","NONE","D7A1A650-87CF-457F-BA1E-0F1657574260","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","37","BLANK","BLANK CONTROL","NONE","B5BD1534-1521-480A-9D6F-E3CD1B9D0BA3","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","38","BLANK","BLANK CONTROL","NONE","5F02CCA4-458A-4D98-97E4-5FB8F19CE1FF","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","39","BLANK","BLANK CONTROL","NONE","24771D10-0451-4AD0-B32E-5AABFD755CDA","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","40","BLANK","BLANK CONTROL","NONE","AFA7C139-18E1-42E4-85AF-12C1DFE35138","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","41","BLANK","BLANK CONTROL","NONE","72FF8F99-4E9B-41B4-B66E-598BFD9ACF1D","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","42","BLANK","BLANK CONTROL","NONE","169D0259-8195-4D81-9D1B-C8E0770EB17D","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","43","BLANK","BLANK CONTROL","NONE","3EC2B7A0-F846-42B9-B672-4998576FBA1F","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","44","BLANK","BLANK CONTROL","NONE","5D553FFD-0494-4016-AE1C-D10C61A9D1D4","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","45","BLANK","BLANK CONTROL","NONE","8B9DD951-98FF-4211-A80A-F6E106EF83D9","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","46","BLANK","BLANK CONTROL","NONE","70F9AC4B-0A0F-4E4D-AB94-6E13FC4AB99B","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","47","BLANK","BLANK CONTROL","NONE","4A263F3B-988B-4961-8060-8A8C5FF4BA45","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"C","24","1","200019","48","BLANK","BLANK CONTROL","NONE","B5B45B40-021F-4242-8328-B1C3CC1C210F","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
"I","24","1","200019","1","1NWK","1 NORMAL SWITCH INDICATION","None","CBC5DA24-74EC-4CBE-99DF-B5A20FB0F049","CDLN-24","CP LOOP EAST","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","LOOP EAST","10","10","48","48",,,"LOOP EAST","","1","ESCONDIDO","200"
