"SystemUID","RouteGUID","EntrySignal","EntrySignalName","EntrySignalToolTipName","ExitSignal","ExitSignalName","ExitSignalToolTipName","CPUID","ControlPointName","SwitchList","Priority","IsEnabled"
"7D52B479E8","267@200","200428","E-SIGNAL","E-SIGNAL","200464","W-SIGNAL","W-SIGNAL","200027","YARD","200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE","2","True"
"90FCB4E3F0","255@200","200430","E-SIGNAL","E-SIGNAL","200463","W-SIGNAL","W-SIGNAL","200027","YARD","200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE","1","True"
"F7C996DC8C","268@200","200430","E-SIGNAL","E-SIGNAL","200464","W-SIGNAL","W-SIGNAL","200027","YARD","200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE","2","True"
"D2C97720F6","256@200","200452","1E-SIGNAL","1E-SIGNAL","200463","W-SIGNAL","W-SIGNAL","200027","YARD","200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE","1","True"
"980E121FCA","269@200","200452","1E-SIGNAL","1E-SIGNAL","200464","W-SIGNAL","W-SIGNAL","200027","YARD","200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE","2","True"
"9EF7E928B1","257@200","200453","1E-SIGNAL","1E-SIGNAL","200463","W-SIGNAL","W-SIGNAL","200027","YARD","200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE","1","True"
"254D396262","270@200","200453","1E-SIGNAL","1E-SIGNAL","200464","W-SIGNAL","W-SIGNAL","200027","YARD","200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE","2","True"
"8EA8707ABE","218@200","200463","W-SIGNAL","W-SIGNAL","200430","E-SIGNAL","E-SIGNAL","200027","YARD","200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE","3","True"
"D89F390B65","221@200","200463","W-SIGNAL","W-SIGNAL","200452","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE","4","True"
"9D14745D33","217@200","200463","W-SIGNAL","W-SIGNAL","200453","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE","2","True"
"A5D0D771E3","204@200","200463","W-SIGNAL","W-SIGNAL","200475","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE","1","True"
"6350A08238","220@200","200464","W-SIGNAL","W-SIGNAL","200430","E-SIGNAL","E-SIGNAL","200027","YARD","200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE","3","True"
"CE46390728","222@200","200464","W-SIGNAL","W-SIGNAL","200452","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE","4","True"
"BD1CFA0EF1","219@200","200464","W-SIGNAL","W-SIGNAL","200453","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE","2","True"
"F0B485395A","205@200","200464","W-SIGNAL","W-SIGNAL","200475","1E-SIGNAL","1E-SIGNAL","200027","YARD","200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE","1","True"
"4CAE17620E","258@200","200469","E-SIGNAL","E-SIGNAL","200471","1W-SIGNAL","1W-SIGNAL","200028","AVO","200472;7-SWITCH;TRUE","1","True"
"CE953DD7DD","206@200","200471","1W-SIGNAL","1W-SIGNAL","200469","E-SIGNAL","E-SIGNAL","200028","AVO","200472;7-SWITCH;TRUE","1","True"
