track_uid,control_point_uid,subdivision_name,codeline,track_name,track_name_group,route_name,control_cluster_raw,control_cluster_split,control_cluster_distinct_count,pctl_raw,sctl_raw,tctl_raw,tind_raw,sind_raw,qctl_raw,qind_raw,tind_relation_to_control_cluster,sind_relation_to_control_cluster,qctl_relation_to_control_cluster,qind_relation_to_control_cluster,tind_cp_alignment,sind_cp_alignment,qctl_cp_alignment,qind_cp_alignment,tind_trailing_alignment,sind_trailing_alignment,qctl_trailing_alignment,qind_trailing_alignment,pind_resolved_mnemonics,sind_resolved_mnemonics,sctl_resolved_mnemonics,pind_resolved_count,sind_resolved_count,sctl_resolved_count
200444,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200445,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200447,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200448,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200454,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200455,200027,ESCONDIDO,27,2EATK,YARD TRACK 5,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2EATK,,,1,0,0
200456,200027,ESCONDIDO,27,3EATK,YARD TRACK 3 AND 4,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,3EATK,,,1,0,0
200458,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200459,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200460,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200461,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200466,200027,ESCONDIDO,27,POCKET TRACK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,1ESTK,,,1,0,0
200473,200027,ESCONDIDO,27,2ESTK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,2ESTK,,,1,0,0
200132,200028,ESCONDIDO,28,CTK,MAIN,ROUTE NAME,0;1;200028;0028,False,1,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,CTK,,,1,0,0
200138,200028,ESCONDIDO,28,CTK,MAIN,ROUTE NAME,0;1;200028;0028,False,1,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,CTK,,,1,0,0
200467,200028,ESCONDIDO,28,CTK,MAIN,ROUTE NAME,0;1;200028;0028,False,1,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,CTK,,,1,0,0
200468,200028,ESCONDIDO,28,CTK,MAIN,ROUTE NAME,0;1;200028;0028,False,1,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,CTK,,,1,0,0
200470,200028,ESCONDIDO,28,5WATK,MAIN,ROUTE NAME,0;1;200028;0028,False,1,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,5WATK,,,1,0,0
200578,200028,ESCONDIDO,28,SHELF 2,MAIN,NONE,0;0;0;0,False,1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;200028;28,0;0;200028;28,0;0;0;0,,different_from_control_cluster,different_from_control_cluster,default_zero,blank,same_cp,same_cp,default_zero,blank,matches_codeline,matches_codeline,default_zero,blank,,,,0,0,0
200860,200028,ESCONDIDO,28,SHELF 1,MAIN,NONE,0;0;0;0,False,1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;200028;28,0;0;200028;28,,,different_from_control_cluster,different_from_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,,,,0,0,0
200861,200028,ESCONDIDO,28,SHELF 2,MAIN,NONE,0;0;0;0,False,1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;200028;28,0;0;200028;28,,,different_from_control_cluster,different_from_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,,,,0,0,0
100723,100000,SAN DIEGO,5,1TK,MAIN,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100006;0005,0;1;100000;0005,0;1;100000;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100724,100000,SAN DIEGO,5,1TK,MAIN,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100725,100000,SAN DIEGO,5,1TK,MAIN,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100006;0005,0;1;100000;0005,0;1;100000;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100726,100000,SAN DIEGO,5,1TK,MAIN,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100006;0005,0;1;100000;0005,0;1;100000;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100743,100000,SAN DIEGO,5,WCAK,MT1,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,4;1;100017;0005,0;1;100000;0005,,same_as_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,same_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WCAK,2EAK,,1,1,0
100822,100000,SAN DIEGO,5,WAAK,MT2,ROUTE NAME,0;1;100000;0005,False,1,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,20;1;100017;0005,0;1;100000;0005,,same_as_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,same_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WAAK,4EAK,,1,1,0
100860,100000,SAN DIEGO,5,WAK,MAIN,ROUTE NAME,0;1;100018;0005,False,1,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100000;0005,4;1;100000;0005,0;1;100018;0005,,different_from_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,different_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WAK,EAK,,1,1,0
100117,100001,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100118,100001,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100002;0005,0;1;100001;0005,0;1;100001;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100119,100001,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100120,100001,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100003;0005,0;1;100001;0005,0;1;100001;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100125,100001,SAN DIEGO,5,WAAK,MT2,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100003;0005,0;1;100001;0005,0;1;100001;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WAAK,,,1,0,0
100126,100001,SAN DIEGO,5,WBAK,MT1,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WBAK,,,1,0,0
100189,100001,SAN DIEGO,5,EAK,MAIN,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,EAK,,,1,0,0
100449,100001,SAN DIEGO,5,SHELF,MT1,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,,,,0,0,0
100921,100001,SAN DIEGO,5,SHELF,MT1,ROUTE NAME,0;1;100001;0005,False,1,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,,,,0,0,0
100115,100002,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,1TK,,,1,0,0
100127,100002,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,1TK,,,1,0,0
100136,100002,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,1TK,,,1,0,0
100137,100002,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,1TK,,,1,0,0
100146,100002,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,1TK,,,1,0,0
100154,100002,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,3TK,,,1,0,0
100155,100002,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,3TK,,,1,0,0
100157,100002,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,3TK,,,1,0,0
100158,100002,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,3TK,,,1,0,0
100161,100002,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,3TK,,,1,0,0
100172,100002,SAN DIEGO,5,4WAK,WYE,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;0;0;0,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,default_zero,same_cp,same_cp,same_cp,default_zero,matches_codeline,matches_codeline,matches_codeline,default_zero,4WAK,,,1,0,0
100338,100002,SAN DIEGO,5,4EAK,MT2,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,4EAK,,,1,0,0
100339,100002,SAN DIEGO,5,2EAK,MT1,ROUTE NAME,0;1;100002;0005,False,1,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,2EAK,,,1,0,0
100116,100003,SAN DIEGO,5,EAK,MAIN,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,14;1;100002;0005,0;1;100003;0005,,same_as_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,same_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,EAK,2WAK,,1,1,0
100138,100003,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100139,100003,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100140,100003,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100002;0005,0;1;100003;0005,0;1;100003;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100141,100003,SAN DIEGO,5,TK,MAIN,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100002;0005,0;1;100003;0005,0;1;100003;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,TK,,,1,0,0
100885,100003,SAN DIEGO,5,WAAK,MT1,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,4;1;100005;0005,0;1;100003;0005,,same_as_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,same_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WAAK,2EAAK,,1,1,0
100886,100003,SAN DIEGO,5,WBAK,MT2,ROUTE NAME,0;1;100003;0005,False,1,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100005;0005,20;1;100005;0005,0;1;100003;0005,,different_from_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,different_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,WBAK,4EAAK,,1,1,0
100271,100004,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100027;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100274,100004,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100027;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,3TK,,,1,0,0
100279,100004,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100010;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,3TK,,,1,0,0
100280,100004,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100010;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100283,100004,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100010;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100284,100004,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100027;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,3TK,,,1,0,0
100287,100004,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100010;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100294,100004,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100010;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,3TK,,,1,0,0
100296,100004,SAN DIEGO,5,2WAK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100031;0005,0;1;100035;0005,0;1;100004;0005,,different_from_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,different_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,2WAK,,,1,0,0
100297,100004,SAN DIEGO,5,4WAK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100031;0005,0;1;100035;0005,0;1;100004;0005,,different_from_control_cluster,different_from_control_cluster,same_as_control_cluster,blank,different_cp,different_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,4WAK,,,1,0,0
100298,100004,SAN DIEGO,5,3TK,MT2,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100031;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,3TK,,,1,0,0
100299,100004,SAN DIEGO,5,1TK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100031;0005,0;1;100004;0005,0;1;100004;0005,,different_from_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,different_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1TK,,,1,0,0
100420,100004,SAN DIEGO,5,2W2EAK,MT1,ROUTE NAME,0;1;100004;0005,False,1,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,13;1;100035;0005,0;1;100004;0005,0;0;100004;5,same_as_control_cluster,different_from_control_cluster,same_as_control_cluster,different_from_control_cluster,same_cp,different_cp,same_cp,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,2WAK,2EAK,,1,1,0
