signal_uid,control_point_uid,subdivision_name,codeline,signal_name,tool_tip_name,signal_type,authority_type,territory_assignment,subdivision_number,in_time_type,call_on_flag,near_side_signal_enabled,holding_signal,fleeting,stacking,blocking,allow_automatic_mode,call_on_controlled,signal_controlled,pind_raw,pctl_raw,sind_raw,sctl_raw,tind_raw,tctl_raw,fleet_control_bit_raw,in_time_bit_raw,near_side_signal_bit_control_raw,near_side_signal_bit_indication_raw,call_on_bit_raw,block_ind_bit_raw,pctl_primary_part,pctl_secondary_part,sctl_primary_part,sctl_secondary_part,tctl_primary_part,tctl_secondary_part,tctl_equals_sctl_raw,tind_equals_sind_raw,fleet_equals_tind_raw,pctl_secondary_equals_sctl_primary,pctl_secondary_equals_tctl_primary,sctl_primary_equals_tctl_primary,sctl_secondary_equals_tctl_primary,sctl_secondary_equals_tctl_secondary,near_side_ctl_equals_ind,call_on_non_default_matches_flag,entry_route_count,exit_route_count,route_total_count,pind_cp_alignment,sind_cp_alignment,tind_cp_alignment,fleet_cp_alignment,in_time_cp_alignment,near_side_ctl_cp_alignment,near_side_ind_cp_alignment,call_on_cp_alignment,pctl_primary_cp_alignment,pctl_secondary_cp_alignment,sctl_primary_cp_alignment,sctl_secondary_cp_alignment,tctl_primary_cp_alignment,tctl_secondary_cp_alignment,pind_resolved_count,pind_resolved_mnemonics,pind_resolved_long_names,pctl_resolved_count,pctl_unresolved_count,pctl_resolved_mnemonics,pctl_resolved_long_names,sind_resolved_count,sind_unresolved_count,sind_resolved_mnemonics,sind_resolved_long_names,sctl_resolved_count,sctl_unresolved_count,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_count,tctl_unresolved_count,tctl_resolved_mnemonics,tctl_resolved_long_names,tind_resolved_count,tind_unresolved_count,fleet_resolved_count,fleet_unresolved_count,in_time_resolved_count,in_time_unresolved_count,in_time_resolved_mnemonics,in_time_resolved_long_names,near_side_ctl_resolved_count,near_side_ctl_unresolved_count,near_side_ctl_default_zero_count,near_side_ctl_resolved_mnemonics,near_side_ind_resolved_count,near_side_ind_unresolved_count,near_side_ind_default_zero_count,near_side_ind_resolved_mnemonics,call_on_resolved_count,call_on_unresolved_count,call_on_default_zero_count,call_on_resolved_mnemonics,call_on_resolved_long_names,block_ind_resolved_count,block_ind_unresolved_count,block_ind_default_zero_count
200267,200009,ESCONDIDO,14,1E-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200009;0014,3;1;200009;0014|0;1;200009;0014,0;1;200009;0014,0;1;200009;0014|0;1;200009;0014,0;1;200009;0014,0;1;200009;0014|0;1;200009;0014,0;1;200009;0014,5;1;200009,4;1;200009;0014,4;1;200009;0014,0;0;0;0,0;0;0;0,3;1;200009;0014,0;1;200009;0014,0;1;200009;0014,0;1;200009;0014,0;1;200009;0014,0;1;200009;0014,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,MEGK,MEGK TRAIN READY,1,1,MEGHS,MEGHS TRAIN READY,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,METEK,METEK SIGNAL CLEAR,1,0,0,MEGNS,1,0,0,MEGNK,0,0,1,,,0,0,1
200243,200010,ESCONDIDO,15,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200010;0015,3;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,5;1;200010,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,True,True,True,True,True,True,True,True,True,True,2,0,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200244,200010,ESCONDIDO,15,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200010;0015,4;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,5;1;200010,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200245,200010,ESCONDIDO,15,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200010;0015,4;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,0;1;200010;0015|0;1;200010;0015,0;1;200010;0015,5;1;200010,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,0;1;200010;0015,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200268,200011,ESCONDIDO,16,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200011;0016,3;1;200011;0016|0;1;200011;0016,0;1;200011;0016,0;1;200011;0016|0;1;200011;0016,0;1;200011;0016,0;1;200011;0016|0;1;200011;0016,0;1;200011;0016,7;1;200011,4;1;200011;0016,4;1;200011;0016,0;0;0;0,0;0;0;0,3;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,V1EGK,SIGNAL CLEAR,1,1,V1EGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,V1ETEK,SIGNAL CLEAR,1,0,0,V1EGNS,1,0,0,V1EGNK,0,0,1,,,0,0,1
200269,200011,ESCONDIDO,16,1E-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,5;1;200011;0016,5;1;200011;0016|0;1;200011;0016,0;1;200011;0016,0;1;200011;0016|0;1;200011;0016,0;1;200011;0016,0;1;200011;0016|0;1;200011;0016,0;1;200011;0016,8;1;200011,6;1;200011;0016,6;1;200011;0016,0;0;0;0,0;0;0;0,5;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,V2EGK,SIGNAL CLEAR,1,1,V2EGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,V2ETEK,SIGNAL CLEAR,1,0,0,V2EGNS,1,0,0,V2EGNK,0,0,1,,,0,0,1
200260,200012,ESCONDIDO,17,WBNS ESCONDIDO AVE,WBNS ESCONDIDO AVE,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,5;1;200012;0017,5;1;200012;0017|0;1;200012;0017,0;1;200012;0017,0;1;200012;0017|0;1;200012;0017,0;1;200012;0017,0;1;200012;0017|0;1;200012;0017,0;1;200012;0017,8;1;200012,6;1;200012;0017,6;1;200012;0017,0;0;0;0,0;0;0;0,5;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,E2WGK,SIGNAL CLEAR,1,1,E2WGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,E2WTEK,INTIMEBIT INDICATION,1,0,0,E2WGNS,1,0,0,E2WGNK,0,0,1,,,0,0,1
200261,200012,ESCONDIDO,17,WBNS ESCON AVE,WBNS ESCON AVE,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200012;0017,3;1;200012;0017|0;1;200012;0017,0;1;200012;0017,0;1;200012;0017|0;1;200012;0017,0;1;200012;0017,0;1;200012;0017|0;1;200012;0017,0;1;200012;0017,7;1;200012,4;1;200012;0017,4;1;200012;0017,0;0;0;0,0;0;0;0,3;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,E1WGK,SIGNAL CLEAR,1,1,E1WGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,E1WTEK,INTIMEBIT INDICATION,1,0,0,E1WGNS,1,0,0,E1WGNK,0,0,1,,,0,0,1
200250,200013,ESCONDIDO,18,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200013;0018,3;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,5;1;200013,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200251,200013,ESCONDIDO,18,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200013;0018,3;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,5;1;200013,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200257,200013,ESCONDIDO,18,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200013;0018,4;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,0;1;200013;0018|0;1;200013;0018,0;1;200013;0018,5;1;200013,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,True,True,True,True,True,True,True,True,True,True,2,0,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200265,200014,ESCONDIDO,19,1W-SIGNAL,1W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200014;0019,3;1;200014;0019|0;1;200014;0019,0;1;200014;0019,0;1;200014;0019|0;1;200014;0019,0;1;200014;0019,0;1;200014;0019|0;1;200014;0019,0;1;200014;0019,5;1;200014,4;1;200014;0019,4;1;200014;0019,0;0;0;0,0;0;0;0,3;1;200014;0019,0;1;200014;0019,0;1;200014;0019,0;1;200014;0019,0;1;200014;0019,0;1;200014;0019,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,BWGK,SIGNAL CLEAR,1,1,BWGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,BWTEK,SIGNAL CLEAR,1,0,0,BWGNS,1,0,0,BWGNK,0,0,1,,,0,0,1
200307,200015,ESCONDIDO,21,33-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200015;0021,3;1;200015;0021|0;1;200015;0021,0;1;200015;0021,0;1;200015;0021|0;1;200015;0021,0;1;200015;0021,0;1;200015;0021|0;1;200015;0021,0;1;200015;0021,7;1;200015,4;1;200015;0021,4;1;200015;0021,0;0;0;0,0;0;0;0,3;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,P1EGK,SIGNAL CLEAR,1,1,P1EGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,P1ETEK,SIGNAL CLEAR,1,0,0,P1EGNS,1,0,0,P1EGNK,0,0,1,,,0,0,1
200308,200015,ESCONDIDO,21,42-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,True,True,True,True,False,,,5;1;200015;0021,5;1;200015;0021|0;1;200015;0021,0;1;200015;0021,0;1;200015;0021|0;1;200015;0021,0;1;200015;0021,0;1;200015;0021|0;1;200015;0021,0;1;200015;0021,8;1;200015,6;1;200015;0021,6;1;200015;0021,0;0;0;0,0;0;0;0,5;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,P2EGK,SIGNAL CLEAR,1,1,P2EGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,P2ETEK,SIGNAL CLEAR,1,0,0,P2EGNS,1,0,0,P2EGNK,0,0,1,,,0,0,1
200296,200016,ESCONDIDO,20,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200016;0020,3;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,5;1;200016,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200297,200016,ESCONDIDO,20,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,True,False,True,True,True,False,,,4;1;200016;0020,4;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,5;1;200016,7;1;200016;0020,7;1;200016;0020,0;0;0;0,0;0;0;0,4;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,1,0,0,WGNS,1,0,0,WGNK,0,0,1,,,0,0,1
200298,200016,ESCONDIDO,20,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,True,False,True,True,True,False,,,4;1;200016;0020,4;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,0;1;200016;0020|0;1;200016;0020,0;1;200016;0020,5;1;200016,7;1;200016;0020,7;1;200016;0020,0;0;0;0,0;0;0;0,4;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,1,0,0,WGNS,1,0,0,WGNK,0,0,1,,,0,0,1
200262,200017,ESCONDIDO,22,WBNS CIVIC,WBNS CIVIC,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,9;1;200017;0022,9;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,13;1;200017,10;1;200017;0022,10;1;200017;0022,0;0;0;0,0;0;0;0,9;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,SM1WGK,SIGNAL CLEAR,1,1,SM1WGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,SM1WTEK,SIGNAL CLEAR,1,0,0,SM1WGNS,1,0,0,SM1WGNK,0,0,1,,,0,0,1
200263,200017,ESCONDIDO,22,WBNS CIVIC CTR,WBNS CIVIC CTR,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,11;1;200017;0022,11;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,14;1;200017,12;1;200017;0022,12;1;200017;0022,0;0;0;0,0;0;0;0,11;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,SM2WGK,SIGNAL CLEAR,1,1,SM2WGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,SM2WTEK,SIGNAL CLEAR,1,0,0,SM2WGNS,1,0,0,SM2WGNK,0,0,1,,,0,0,1
200316,200017,ESCONDIDO,22,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,False,True,True,True,False,,,3;1;200017;0022,3;1;200017;0022|0;1;200017;0022,6;1;200017;0022,0;1;200017;0022|6;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,5;1;200017,6;1;200017;0022,6;1;200017;0022,0;0;0;0,0;0;0;0,3;1;200017;0022,0;1;200017;0022,0;1;200017;0022,6;1;200017;0022,0;1;200017;0022,0;1;200017;0022,False,False,True,True,True,True,False,False,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,1,0,EGNK,RELEASE TRAIN,1,1,EGNS,TRAIN READY,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,1,0,0,EGNS,1,0,0,EGNK,0,0,1,,,0,0,1
200317,200017,ESCONDIDO,22,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200017;0022,4;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,5;1;200017,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200318,200017,ESCONDIDO,22,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200017;0022,4;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,5;1;200017,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200324,200017,ESCONDIDO,22,EBNS CIVIC,EBNS CIVIC,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,15;1;200017;0022,14;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,0;1;200017;0022|0;1;200017;0022,0;1;200017;0022,21;1;200017,15;1;200017;0022,16;1;200017;0022,0;0;0;0,0;0;0;0,14;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,True,True,True,True,True,True,True,True,False,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,SM2EGK,SIGNAL CLEAR,1,1,SM2EGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,SM2ETEK,SIGNAL CLEAR,1,0,0,SM2EGNS,1,0,0,SM2EGNK,0,0,1,,,0,0,1
200377,200019,ESCONDIDO,24,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200019;0024,3;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,5;1;200019,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200384,200019,ESCONDIDO,24,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200019;0024,4;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,5;1;200019,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,True,True,True,True,True,True,True,True,True,True,2,0,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL INDICATION,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
