code_line_number,code_line_name,code_line_limits,legacy_type,session_protocol,normal_codeserver_name,standby_codeserver_name,packet_switch_primary_name,packet_switch_secondary_name,packet_switch_primary_ip,packet_switch_secondary_ip,code_station_number,control_point_number,station_name,control_point_name,ptc_site_name,subdivision_uid,subdivision_name,territory_assignment,control_address,indication_address,wayside_atcs_address,wayside_emp_address,number_of_controls,number_of_indications,control_assignment_count,indication_assignment_count,control_mnemonic_samples,control_long_name_samples,indication_mnemonic_samples,indication_long_name_samples
9,CDLN-9,CROUCH STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200005,CROUCH,CROUCH,,1,ESCONDIDO,200,42,42,,,48,48,48,48,BLANK|BLANK|CREGHS|1ENSSZ|CRWGHS|1WNSSZ|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|1E SIGNAL NEAR SIDE SIGNAL CONTROL|SIGNAL CLEAR|1W SIGNAL NEAR SIDE SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|CREGK|1ENSSK|CRWGK|1WNSSK|CRETEK|CRWTEK|1012BK|1016POK|1016DOK|1016MOK|1016LOK|CRSTK|BLANK|BLANK,BLANK|BLANK|SIGNAL CLEAR|1E SIGNAL NEAR SIDE SIGNAL INDICATION|SIGNAL CLEAR|1W SIGNAL NEAR SIDE SIGNAL INDICATION|TEK|TEK|1012BK|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|CRSTK|BLANK INDICATION|BLANK INDICATION
10,CDLN-10,CP TRUE,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200003,TRUE,TRUE,,1,ESCONDIDO,200,40,40,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|EGNS|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|1EABK|1021BK|1026POK|1026DOK|1026MOK|1026LOK|BLANK|BLANK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|MAIN 1, EAST TRACK INDICATION|1021BK|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION"
11,CDLN-11,EL CAMINO STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200008,EL CAMINO,EL CAMINO,,1,ESCONDIDO,200,38,38,,,48,48,48,48,BLANK|BLANK|EC1EGHS|EC1EGNS|EC2EGHS|EC2EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|MAIN 1 SIGNAL CLEAR|MAIN 1 NSS|MAIN 2 SIGNAL CLEAR|MAIN 2 NSS|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|EC1EGK|EC1EGNK|EC2EGK|EC2EGNK|EC1ETEK|EC2ETEK|1ECSTK|2ECSTK|1031BK|1033BK|1035BK|1037BK|BLANK|BLANK,BLANK|BLANK|MAIN 1 SIGNAL CLEAR|MAIN 1 NSS|MAIN 2 SIGNAL CLEAR|MAIN 1 NSS|MAIN 1 INTIME|MAIN 2 INTIME|1ECSTK|2ECSTK|1031BK|1033BK|1035BK|1037BK|BLANK INDICATION|BLANK INDICATION
12,CDLN-12,RANCHO STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200006,RANCHO,RANCHO,,1,ESCONDIDO,200,36,36,,,48,48,48,48,BLANK|BLANK|R1EGHS|R1EGNS|R2EGHS|R2EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|R1EGK|R1EGNK|R2EGK|R2EGNK|R1ETEK|R2ETEK|1RSTK|2RSTK|1041BK|1043BK|1042BK|1044BK|BLANK|BLANK,BLANK|BLANK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|SIGNAL CLEAR|1RSTK|2RSTK|1041BK|1043BK|1042BK|1044BK|BLANK INDICATION|BLANK INDICATION
13,CDLN-13,CP SCHOOL,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200007,SCHOOL,SCHOOL,,1,ESCONDIDO,200,34,34,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|EGNK|1WABK|1059POK|1059DOK|1059MOK|1059LOK|1052BK|1054BK|1062BK|1CSTK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|TRAIN RELEASE|MAIN 1, WEST TRACK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|1052BK|1054BK|1062BK|1CSTK"
14,CDLN-14,MELROSE STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200009,MELROSE,MELROSE,,1,ESCONDIDO,200,32,32,,,48,48,48,48,BLANK|BLANK|MEGHS|MEGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|MEGHS TRAIN READY|MEGNS TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|MEGK|MEGNK|METEK|BLANK|BLANK|BLANK|1075POK|1075DOK|1075MOK|1075LOK|BLANK|MSTK|BLANK|BLANK,BLANK INDICATION|BLANK INDICATION|MEGK TRAIN READY|MEGNK RELEASE TRAIN|METEK SIGNAL CLEAR|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|1075POK POWER OFF|1075DOK DOOR OPEN|1075MOK LOCAL CONTROL|1075LOK LIGHT OUT|BLANK INDICATION|MSTK TRACK OCCUPIED|BLANK INDICATION|BLANK INDICATION
15,CDLN-15,CP ANGEL,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200010,ANGEL,ANGEL,,1,ESCONDIDO,200,30,30,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|1EABK|1WABK|1080POK|1080DOK|1080MOK|1080LOK|BLANK|2WABK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|MAIN 1, EAST TRACK INDICATION|MAIN 1, WEST TRACK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|MAIN 2, WEST TRACK INDICATION|BLANK INDICATION|BLANK"
16,CDLN-16,VISTA STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200011,VISTA,VISTA,,1,ESCONDIDO,200,28,28,,,48,48,48,48,BLANK|BLANK|V1EGHS|V1EGNS|V2EGHS|V2EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|V1EGK|V1EGNK|V2EGK|V2EGNK|V1ETEK|V2ETEK|BLANK|1VSTK|2VSTK|1091BK|1093BK|BLANK|BLANK|BLANK,BLANK INDICATION|BLANK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|SIGNAL CLEAR|BLANK INDICATION|1VSTK|2VSTK|1091BK|1093BK|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
17,CDLN-17,ESCONDIDO AVE,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200012,ESCON,CIVIC CTR VISTA,,1,ESCONDIDO,200,26,26,,,48,48,48,48,BLANK|BLANK|E1WGHS|E1WGNS|E2WGHS|E2WGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|E1WGK|E1WGNK|E2WGK|E2WGNK|E1WTEK|E2WTEK|1ESTK|2ESTK|1102BK|1104BK|1096POK|1096DOK|BLANK|BLANK,BLANK INDICATION|BLANK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|RELEASE TRAIN|INTIMEBIT INDICATION|INTIMEBIT INDICATION|1ESTK|2ESTK|1102BK|1104BK|1096POK|1096DOK|BLANK INDICATION|BLANK INDICATION
18,CDLN-18,CP AVENUE,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200013,AVENUE,AVENUE,,1,ESCONDIDO,200,24,24,,,24,48,24,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|1EABK|2EABK|1WABK|1114POK|1114DOK|1114MOK|1114LOK|BLANK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|MAIN 1, EAST TRACK INDICATION|MAIN 2, EAST TRACK INDICATION|MAIN 1, WEST TRACK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION"
19,CDLN-19,BUENA CREEK,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200014,BUENA CREEK,BUENA CREEK,,1,ESCONDIDO,200,22,22,,,24,48,24,48,BLANK|BLANK|BWGHS|BWGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|BWGK|BWGNK|BWTEK|BSTK|1121BK|BLANK|BLANK|BLANK|1124POK|1124DOK|1124MOK|1124LOK|BLANK|BLANK,BLANK INDICATION|BLANK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|BSTK|1121BK|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION
20,CDLN-20,CP MISSY,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200016,MISSY,MISSY,,1,ESCONDIDO,200,20,20,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|WGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|TRAIN READY|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|WGNK|1EABK|1145POK|1145DOK|1145MOK|1145LOK|1131BK|BLANK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|RELEASE TRAIN|MAIN 1, EAST TRACK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|1131BK|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION"
21,CDLN-21,PALOMAR STATION,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200015,PALOMAR,PALOMAR,,1,ESCONDIDO,200,18,18,,,48,48,48,48,BLANK|BLANK|P1EGHS|P1EGNS|P2EGHS|P2EGNS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|SIGNAL CLEAR|TRAIN READY|BLANK|BLANK|BLANK|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,BLANK|BLANK|P1EGK|P1EGNK|P2EGK|P2EGNK|P1ETEK|P2ETEK|1PSTK|2PSTK|1151BK|1153BK|1155BK|1157BK|BLANK|BLANK,BLANK INDICATION|BLANK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|SIGNAL CLEAR|1PSTK|2PSTK|1151BK|1153BK|1155BK|1157BK|BLANK INDICATION|BLANK INDICATION
22,CDLN-22,CP LOOP WEST,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200017,LOOP WEST,LOOP WEST,,1,ESCONDIDO,200,16,16,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|EGNS|BLANK|BLANK|SM1WGHS|SM1WGNS|SM2WGHS|SM2WGNS|BLANK|SM2EGHS|SM2EGNS|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|TRAIN READY|BLANK CONTROL|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL|SIGNAL CLEAR|TRAIN READY|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|EGNK|TK|1WABK|SM1WGK|SM1WGNK|SM2WGK|SM2WGNK|SM1WTEK|SM2WTEK|SM2EGK|SM2EGNK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|RELEASE TRAIN|OS TRACK INDICATION|MAIN 1, WEST TRACK INDICATION|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|RELEASE TRAIN|SIGNAL CLEAR|SIGNAL CLEAR|SIGNAL CLEAR|RELEASE TRAIN"
23,CDLN-23,CP SHELLY,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200020,SHELLY,SHELLY,,1,ESCONDIDO,200,12,12,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|1EABK|2EABK|BLANK|1177POK|1177DOK|1177MOK|1177LOK|1CSSTK|2CSSTK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|MAIN 1, EAST TRACK INDICATION|MAIN 2, EAST TRACK INDICATION|BLANK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|1CSSTK|2CSSTK|BLANK INDICATION"
