component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,bit_position,token_1,token_2,token_3,token_4,expected_word_type,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_word_type,resolved_mnemonic,resolved_long_name,resolved_bit_type,resolved_assignment_uid,match_status,resolution_method,is_default_zero_reference
track,100365,100033,4EAK - 4WAK,MT2,MT2,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100365,100033,4EAK - 4WAK,MT2,MT2,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100365,100033,4EAK - 4WAK,MT2,MT2,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,PIND,indication,16;1;100035;0005,16;1;100035;0005,1,code_line_station_control_point_bit,16,1,100035,5,16,1,100035,0005,I,5,1,100035,16,I,4WAK,4 WESTBOUND TRACK INDICATION,None,BFB02788-42F9-41BF-87E9-E811289B7DD4,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,SIND,indication,16;1;100033;0005,16;1;100033;0005,1,code_line_station_control_point_bit,16,1,100033,5,16,1,100033,0005,I,5,1,100033,16,I,4EAK,4EAK,None,3DE55453-8AAF-4AED-AE74-3762EC580F7F,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100368,100033,4EAK - 4WAK,MT2,MT2,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100451,100033,SHELF,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100451,100033,SHELF,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100451,100033,SHELF,MT1,MT1,5,PCTL,control,0;1;100001;0005,0;1;100001;0005,1,code_line_station_control_point_bit,0,1,100001,5,0,1,100001,0005,C,,,,,,,,,,unresolved,,False
track,100451,100033,SHELF,MT1,MT1,5,PIND,indication,0;1;100001;0000,0;1;100001;0000,1,code_line_station_control_point_bit,0,1,100001,0,0,1,100001,0000,I,,,,,,,,,,unresolved,,False
track,100451,100033,SHELF,MT1,MT1,5,QCTL,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100451,100033,SHELF,MT1,MT1,5,SCTL,control,0;1;100001;0005,0;1;100001;0005,1,code_line_station_control_point_bit,0,1,100001,5,0,1,100001,0005,C,,,,,,,,,,unresolved,,False
track,100451,100033,SHELF,MT1,MT1,5,SIND,indication,0;1;100001;0000,0;1;100001;0000,1,code_line_station_control_point_bit,0,1,100001,0,0,1,100001,0000,I,,,,,,,,,,unresolved,,False
track,100451,100033,SHELF,MT1,MT1,5,TCTL,control,0;1;100001;0005,0;1;100001;0005,1,code_line_station_control_point_bit,0,1,100001,5,0,1,100001,0005,C,,,,,,,,,,unresolved,,False
track,100451,100033,SHELF,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,PIND,indication,16;1;100035;0005,16;1;100035;0005,1,code_line_station_control_point_bit,16,1,100035,5,16,1,100035,0005,I,5,1,100035,16,I,4WAK,4 WESTBOUND TRACK INDICATION,None,BFB02788-42F9-41BF-87E9-E811289B7DD4,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,SIND,indication,16;1;100033;0005,16;1;100033;0005,1,code_line_station_control_point_bit,16,1,100033,5,16,1,100033,0005,I,5,1,100033,16,I,4EAK,4EAK,None,3DE55453-8AAF-4AED-AE74-3762EC580F7F,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100508,100033,4EAK - 4WAK,MT2,MT2,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,PIND,indication,14;1;100035;0005,14;1;100035;0005,1,code_line_station_control_point_bit,14,1,100035,5,14,1,100035,0005,I,5,1,100035,14,I,2WAK,2 WESTBOUND TRACK INDICATION,None,B93BF6A4-4B84-4F54-9C97-4F54ABA1B4E9,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,SIND,indication,10;1;100033;0005,10;1;100033;0005,1,code_line_station_control_point_bit,10,1,100033,5,10,1,100033,0005,I,5,1,100033,10,I,2EAK,2EAK,None,F7437A22-38F2-417B-A404-C54BE466BC69,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100509,100033,2EAK - 2WAK,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100511,100033,1TK,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100511,100033,1TK,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100511,100033,1TK,MT1,MT1,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100511,100033,1TK,MT1,MT1,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100511,100033,1TK,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100512,100033,1TK,MT1,XO,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100512,100033,1TK,MT1,XO,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100512,100033,1TK,MT1,XO,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100512,100033,1TK,MT1,XO,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,TIND,indication,0;1;100031;0005,0;1;100031;0005,1,code_line_station_control_point_bit,0,1,100031,5,0,1,100031,0005,I,,,,,,,,,,unresolved,,False
track,100512,100033,1TK,MT1,XO,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100513,100033,1TK,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100513,100033,1TK,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100513,100033,1TK,MT1,MT1,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100513,100033,1TK,MT1,MT1,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,TIND,indication,0;1;100014;0000,0;1;100014;0000,1,code_line_station_control_point_bit,0,1,100014,0,0,1,100014,0000,I,,,,,,,,,,unresolved,,False
track,100513,100033,1TK,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100514,100033,1TK,MT1,XO,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100514,100033,1TK,MT1,XO,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100514,100033,1TK,MT1,XO,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100514,100033,1TK,MT1,XO,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,TIND,indication,0;1;100031;0005,0;1;100031;0005,1,code_line_station_control_point_bit,0,1,100031,5,0,1,100031,0005,I,,,,,,,,,,unresolved,,False
track,100514,100033,1TK,MT1,XO,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100515,100033,1TK,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100515,100033,1TK,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100515,100033,1TK,MT1,MT1,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100515,100033,1TK,MT1,MT1,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,TIND,indication,0;1;100031;0005,0;1;100031;0005,1,code_line_station_control_point_bit,0,1,100031,5,0,1,100031,0005,I,,,,,,,,,,unresolved,,False
track,100515,100033,1TK,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100516,100033,1TK,MT1,MT1,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100516,100033,1TK,MT1,MT1,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100516,100033,1TK,MT1,MT1,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,PIND,indication,2;1;100033;0005,2;1;100033;0005,1,code_line_station_control_point_bit,2,1,100033,5,2,1,100033,0005,I,5,1,100033,2,I,1TK,1 OS TRACK INDICATION,None,F30E16F3-C8DA-419E-9263-9392DCBF17C6,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100516,100033,1TK,MT1,MT1,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100516,100033,1TK,MT1,MT1,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100522,100033,3TK,MT2,MT2,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100522,100033,3TK,MT2,MT2,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100522,100033,3TK,MT2,MT2,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,PIND,indication,18;1;100033;0005,18;1;100033;0005,1,code_line_station_control_point_bit,18,1,100033,5,18,1,100033,0005,I,5,1,100033,18,I,3TK,3 OS TRACK INDICATION,None,0DB68C0A-63C7-475F-B0AD-31F147D01A20,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100522,100033,3TK,MT2,MT2,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100522,100033,3TK,MT2,MT2,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100523,100033,3TK,MT2,MT2,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100523,100033,3TK,MT2,MT2,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100523,100033,3TK,MT2,MT2,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,PIND,indication,18;1;100033;0005,18;1;100033;0005,1,code_line_station_control_point_bit,18,1,100033,5,18,1,100033,0005,I,5,1,100033,18,I,3TK,3 OS TRACK INDICATION,None,0DB68C0A-63C7-475F-B0AD-31F147D01A20,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
track,100523,100033,3TK,MT2,MT2,5,QCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,SCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,SIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,TCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,TIND,indication,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,I,,,,,,,,,,unresolved,,False
track,100523,100033,3TK,MT2,MT2,5,TrackLockBit,unknown,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,,,,,,,,,,,default_zero,,True
track,100524,100033,3TK,MT2,XO,5,DerailmentDetectorCtlBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
track,100524,100033,3TK,MT2,XO,5,DerailmentDetectorIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
track,100524,100033,3TK,MT2,XO,5,PCTL,control,0;1;100033;0005,0;1;100033;0005,1,code_line_station_control_point_bit,0,1,100033,5,0,1,100033,0005,C,,,,,,,,,,unresolved,,False
track,100524,100033,3TK,MT2,XO,5,PIND,indication,18;1;100033;0005,18;1;100033;0005,1,code_line_station_control_point_bit,18,1,100033,5,18,1,100033,0005,I,5,1,100033,18,I,3TK,3 OS TRACK INDICATION,None,0DB68C0A-63C7-475F-B0AD-31F147D01A20,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
