component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,bit_position,token_1,token_2,token_3,token_4,expected_word_type,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_word_type,resolved_mnemonic,resolved_long_name,resolved_bit_type,resolved_assignment_uid,match_status,resolution_method,is_default_zero_reference
signal,100909,100024,39-SIGNAL,EB,EB MT1,5,TIND,indication,0;1;100024;0005,0;1;100024;0005,1,code_line_station_control_point_bit,0,1,100024,5,0,1,100024,0005,I,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,FleetControlBit,control,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,InTimeBit,indication,11;1;100025,11;1;100025,1,code_line_station_control_point,11,1,100025,,11,1,100025,,I,5,1,100025,11,I,TEK,SIGNAL INTIME INDICATION,None,9FB0F6EE-E72B-4661-A09F-1F08E7C76CCA,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,PCTL,control,5;1;100025;0005|0;1;100025;0005,5;1;100025;0005,1,code_line_station_control_point_bit,5,1,100025,5,5,1,100025,0005,C,5,1,100025,5,C,EGHS,EASTBOUND SIGNAL CONTROL,None,A9C61090-FBD3-4E79-A343-E629A57CB6FB,resolved,explicit_code_line_station_control_point_bp_assignment,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,PCTL,control,5;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,PIND,indication,5;1;100025;0005,5;1;100025;0005,1,code_line_station_control_point_bit,5,1,100025,5,5,1,100025,0005,I,5,1,100025,5,I,EGK,EASTBOUND SIGNAL INDICATION,None,94EBBCE0-282F-463D-AE11-8501288F99E4,resolved,explicit_code_line_station_control_point_bp_assignment,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,SIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100184,100025,E-SIGNAL,EA_B,EB MT,5,TIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,FleetControlBit,control,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,InTimeBit,indication,11;1;100025,11;1;100025,1,code_line_station_control_point,11,1,100025,,11,1,100025,,I,5,1,100025,11,I,TEK,SIGNAL INTIME INDICATION,None,9FB0F6EE-E72B-4661-A09F-1F08E7C76CCA,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,PCTL,control,6;1;100025;0005|0;1;100025;0005,6;1;100025;0005,1,code_line_station_control_point_bit,6,1,100025,5,6,1,100025,0005,C,5,1,100025,6,C,WGHS,WESTBOUND SIGNAL CONTROL,None,D3D120E6-76B3-4BF7-B395-BF47A124FB70,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,PCTL,control,6;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,PIND,indication,6;1;100025;0005,6;1;100025;0005,1,code_line_station_control_point_bit,6,1,100025,5,6,1,100025,0005,I,5,1,100025,6,I,WGK,WESTBOUND SIGNAL INDICATION,None,6162351F-B4C0-4542-8428-833C98B3E32C,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,SIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100185,100025,W-SIGNAL,WA,WB MT2,5,TIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,FleetControlBit,control,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,InTimeBit,indication,11;1;100025,11;1;100025,1,code_line_station_control_point,11,1,100025,,11,1,100025,,I,5,1,100025,11,I,TEK,SIGNAL INTIME INDICATION,None,9FB0F6EE-E72B-4661-A09F-1F08E7C76CCA,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,PCTL,control,6;1;100025;0005|0;1;100025;0005,6;1;100025;0005,1,code_line_station_control_point_bit,6,1,100025,5,6,1,100025,0005,C,5,1,100025,6,C,WGHS,WESTBOUND SIGNAL CONTROL,None,D3D120E6-76B3-4BF7-B395-BF47A124FB70,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,PCTL,control,6;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,PIND,indication,6;1;100025;0005,6;1;100025;0005,1,code_line_station_control_point_bit,6,1,100025,5,6,1,100025,0005,I,5,1,100025,6,I,WGK,WESTBOUND SIGNAL INDICATION,None,6162351F-B4C0-4542-8428-833C98B3E32C,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,SCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,SIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,TCTL,control,0;1;100025;0005|0;1;100025;0005,0;1;100025;0005,2,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,C,,,,,,,,,,unresolved,,False
signal,100186,100025,W-SIGNAL,WC,WB MT1,5,TIND,indication,0;1;100025;0005,0;1;100025;0005,1,code_line_station_control_point_bit,0,1,100025,5,0,1,100025,0005,I,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,FleetControlBit,control,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,InTimeBit,indication,11;1;100027,11;1;100027,1,code_line_station_control_point,11,1,100027,,11,1,100027,,I,5,1,100027,11,I,TEK,TIMER INDICATION,None,06536F68-5421-4EF0-B470-98D7FFB494D6,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,PCTL,control,5;1;100027;0005|0;1;100027;0005,5;1;100027;0005,1,code_line_station_control_point_bit,5,1,100027,5,5,1,100027,0005,C,5,1,100027,5,C,2EGHS,2 EASTBOUND SIGNAL CONTROL,None,BACC6A75-66A2-4D7C-B1EA-59425DF40A7F,resolved,explicit_code_line_station_control_point_bp_assignment,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,PCTL,control,5;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,PIND,indication,5;1;100027;0005,5;1;100027;0005,1,code_line_station_control_point_bit,5,1,100027,5,5,1,100027,0005,I,5,1,100027,5,I,2EGK,2 EASTBOUND SIGNAL INDICATION,None,0A6EBE70-8FD2-4A25-9F95-065385E07D89,resolved,explicit_code_line_station_control_point_bp_assignment,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,SIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100440,100027,27-SIGNAL,2EA_B,EB MT,5,TIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,FleetControlBit,control,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,InTimeBit,indication,11;1;100027,11;1;100027,1,code_line_station_control_point,11,1,100027,,11,1,100027,,I,5,1,100027,11,I,TEK,TIMER INDICATION,None,06536F68-5421-4EF0-B470-98D7FFB494D6,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,PCTL,control,6;1;100027;0005|0;1;100027;0005,6;1;100027;0005,1,code_line_station_control_point_bit,6,1,100027,5,6,1,100027,0005,C,5,1,100027,6,C,2WGHS,2 WESTBOUND SIGNAL CONTROL,None,5F616A8C-ACD4-4F04-AA29-9767C11E6657,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,PCTL,control,6;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,PIND,indication,6;1;100027;0005,6;1;100027;0005,1,code_line_station_control_point_bit,6,1,100027,5,6,1,100027,0005,I,5,1,100027,6,I,2-4WGK,2-4 WESBOUND SIGNAL INDICATION,None,57AD7D97-16D4-450A-8AAC-E009B840D1E3,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,SIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100441,100027,W-SIGNAL,2WA_B,WB MT1,5,TIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,FleetControlBit,control,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,InTimeBit,indication,11;1;100027,11;1;100027,1,code_line_station_control_point,11,1,100027,,11,1,100027,,I,5,1,100027,11,I,TEK,TIMER INDICATION,None,06536F68-5421-4EF0-B470-98D7FFB494D6,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,PCTL,control,6;1;100027;0005|0;1;100027;0005,6;1;100027;0005,1,code_line_station_control_point_bit,6,1,100027,5,6,1,100027,0005,C,5,1,100027,6,C,2WGHS,2 WESTBOUND SIGNAL CONTROL,None,5F616A8C-ACD4-4F04-AA29-9767C11E6657,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,PCTL,control,6;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,PIND,indication,6;1;100027;0005,6;1;100027;0005,1,code_line_station_control_point_bit,6,1,100027,5,6,1,100027,0005,I,5,1,100027,6,I,2-4WGK,2-4 WESBOUND SIGNAL INDICATION,None,57AD7D97-16D4-450A-8AAC-E009B840D1E3,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,SCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,SIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,TCTL,control,0;1;100027;0005|0;1;100027;0005,0;1;100027;0005,2,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
signal,100442,100027,W-SIGNAL,4WA_B,WB MT2,5,TIND,indication,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,I,,,,,,,,,,unresolved,,False
signal,100460,100027,W-SIGNAL,2WC_D,WB Wye,5,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,100460,100027,W-SIGNAL,2WC_D,WB Wye,5,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,100460,100027,W-SIGNAL,2WC_D,WB Wye,5,FleetControlBit,control,0;1;100027;0005,0;1;100027;0005,1,code_line_station_control_point_bit,0,1,100027,5,0,1,100027,0005,C,,,,,,,,,,unresolved,,False
