route_guid,system_uid,control_point_uid,control_point_name,entry_signal_uid,entry_signal_name,exit_signal_uid,exit_signal_name,switch_uid,switch_name,switch_tooltip_name,required_state,switch_order,switch_list_raw
040@100,7457FFCEAF,100000,CARL,100729,W-SIGNAL,100727,E-SIGNAL,100730,1-SWITCH,1-SWITCH,TRUE,1,100730;4-SWITCH;TRUE
052@100,9CCDD218AE,100000,CARL,100974,W-SIGNAL,100727,E-SIGNAL,100730,1-SWITCH,1-SWITCH,FALSE,1,100730;4-SWITCH;FALSE
137@100,F791F2916F,100000,CARL,100727,E-SIGNAL,100974,W-SIGNAL,100730,1-SWITCH,1-SWITCH,FALSE,1,100730;4-SWITCH;FALSE
177@100,F173A5E384,100000,CARL,100727,E-SIGNAL,100729,W-SIGNAL,100730,1-SWITCH,1-SWITCH,TRUE,1,100730;4-SWITCH;TRUE
001@100,10BB8117F9,100001,SONGS,100122,W-SIGNAL,100121,E-SIGNAL,100124,1-SWITCH,1-SWITCH,FALSE,1,100124;28-SWITCH;FALSE
002@100,FF164C1EBD,100001,SONGS,100123,W-SIGNAL,100121,E-SIGNAL,100124,1-SWITCH,1-SWITCH,TRUE,1,100124;28-SWITCH;TRUE
101@100,82B3D27773,100001,SONGS,100121,E-SIGNAL,100122,W-SIGNAL,100124,1-SWITCH,1-SWITCH,FALSE,1,100124;28-SWITCH;FALSE
150@100,E49894DDF6,100001,SONGS,100121,E-SIGNAL,100123,W-SIGNAL,100124,1-SWITCH,1-SWITCH,TRUE,1,100124;28-SWITCH;TRUE
005@100,E4B5C805B9,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100150,3-SWITCH,3X,FALSE,1,100150;3-SWITCH;FALSE|100149;1-SWITCH;FALSE
005@100,E4B5C805B9,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100149,1-SWITCH,1X,FALSE,2,100150;3-SWITCH;FALSE|100149;1-SWITCH;FALSE
008@100,01450EB5FA,100002,DON,100170,4W-SIGNAL,100167,4E-SIGNAL,100169,3-SWITCH,3-SWITCH,FALSE,1,100169;3-SWITCH;FALSE|100168;1-SWITCH;FALSE
008@100,01450EB5FA,100002,DON,100170,4W-SIGNAL,100167,4E-SIGNAL,100168,1-SWITCH,1-SWITCH,FALSE,2,100169;3-SWITCH;FALSE|100168;1-SWITCH;FALSE
053@100,B446289AF5,100002,DON,100151,2W-SIGNAL,100167,4E-SIGNAL,100150,3-SWITCH,3X,TRUE,1,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;FALSE
053@100,B446289AF5,100002,DON,100151,2W-SIGNAL,100167,4E-SIGNAL,100169,3-SWITCH,3-SWITCH,TRUE,2,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;FALSE
053@100,B446289AF5,100002,DON,100151,2W-SIGNAL,100167,4E-SIGNAL,100168,1-SWITCH,1-SWITCH,FALSE,3,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;FALSE
056@100,990C89C452,100002,DON,100170,4W-SIGNAL,100148,2E-SIGNAL,100169,3-SWITCH,3-SWITCH,FALSE,1,100169;3-SWITCH;FALSE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
056@100,990C89C452,100002,DON,100170,4W-SIGNAL,100148,2E-SIGNAL,100168,1-SWITCH,1-SWITCH,TRUE,2,100169;3-SWITCH;FALSE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
056@100,990C89C452,100002,DON,100170,4W-SIGNAL,100148,2E-SIGNAL,100149,1-SWITCH,1X,TRUE,3,100169;3-SWITCH;FALSE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
085@100,AF8E396B5F,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100150,3-SWITCH,3X,TRUE,1,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
085@100,AF8E396B5F,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100169,3-SWITCH,3-SWITCH,TRUE,2,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
085@100,AF8E396B5F,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100168,1-SWITCH,1-SWITCH,TRUE,3,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
085@100,AF8E396B5F,100002,DON,100151,2W-SIGNAL,100148,2E-SIGNAL,100149,1-SWITCH,1X,TRUE,4,100150;3-SWITCH;TRUE|100169;3-SWITCH;TRUE|100168;1-SWITCH;TRUE|100149;1-SWITCH;TRUE
103@100,8BF4612B15,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100149,1-SWITCH,1X,FALSE,1,100149;1-SWITCH;FALSE|100150;3-SWITCH;FALSE
103@100,8BF4612B15,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100150,3-SWITCH,3X,FALSE,2,100149;1-SWITCH;FALSE|100150;3-SWITCH;FALSE
104@100,DEE02F0148,100002,DON,100167,4E-SIGNAL,100170,4W-SIGNAL,100168,1-SWITCH,1-SWITCH,FALSE,1,100168;1-SWITCH;FALSE|100169;3-SWITCH;FALSE
104@100,DEE02F0148,100002,DON,100167,4E-SIGNAL,100170,4W-SIGNAL,100169,3-SWITCH,3-SWITCH,FALSE,2,100168;1-SWITCH;FALSE|100169;3-SWITCH;FALSE
152@100,D72539FB61,100002,DON,100148,2E-SIGNAL,100170,4W-SIGNAL,100149,1-SWITCH,1X,TRUE,1,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;FALSE
152@100,D72539FB61,100002,DON,100148,2E-SIGNAL,100170,4W-SIGNAL,100168,1-SWITCH,1-SWITCH,TRUE,2,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;FALSE
152@100,D72539FB61,100002,DON,100148,2E-SIGNAL,100170,4W-SIGNAL,100169,3-SWITCH,3-SWITCH,FALSE,3,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;FALSE
153@100,AD2742D5D9,100002,DON,100167,4E-SIGNAL,100151,2W-SIGNAL,100168,1-SWITCH,1-SWITCH,FALSE,1,100168;1-SWITCH;FALSE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
153@100,AD2742D5D9,100002,DON,100167,4E-SIGNAL,100151,2W-SIGNAL,100169,3-SWITCH,3-SWITCH,TRUE,2,100168;1-SWITCH;FALSE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
153@100,AD2742D5D9,100002,DON,100167,4E-SIGNAL,100151,2W-SIGNAL,100150,3-SWITCH,3X,TRUE,3,100168;1-SWITCH;FALSE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
184@100,97C38F0F2A,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100149,1-SWITCH,1X,TRUE,1,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
184@100,97C38F0F2A,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100168,1-SWITCH,1-SWITCH,TRUE,2,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
184@100,97C38F0F2A,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100169,3-SWITCH,3-SWITCH,TRUE,3,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
184@100,97C38F0F2A,100002,DON,100148,2E-SIGNAL,100151,2W-SIGNAL,100150,3-SWITCH,3X,TRUE,4,100149;1-SWITCH;TRUE|100168;1-SWITCH;TRUE|100169;3-SWITCH;TRUE|100150;3-SWITCH;TRUE
003@100,45F168EAAF,100003,PULGAS,100143,66-SIGNAL,100142,65-SIGNAL,100145,1-SWITCH,1-SWITCH,TRUE,1,100145;30-SWITCH;TRUE
004@100,8909B69042,100003,PULGAS,100144,66-SIGNAL,100142,65-SIGNAL,100145,1-SWITCH,1-SWITCH,FALSE,1,100145;30-SWITCH;FALSE
102@100,E6FC16C2C3,100003,PULGAS,100142,65-SIGNAL,100144,66-SIGNAL,100145,1-SWITCH,1-SWITCH,FALSE,1,100145;30-SWITCH;FALSE
151@100,129252A3F7,100003,PULGAS,100142,65-SIGNAL,100143,66-SIGNAL,100145,1-SWITCH,1-SWITCH,TRUE,1,100145;30-SWITCH;TRUE
017@100,C3BF948211,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100295,3-SWITCH,3X,FALSE,1,100295;3-SWITCH;FALSE|100276;1-SWITCH;FALSE
017@100,C3BF948211,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100276,1-SWITCH,1X,FALSE,2,100295;3-SWITCH;FALSE|100276;1-SWITCH;FALSE
018@100,5DBA3CA588,100004,CUDAHY,100301,2W-SIGNAL,100389,2E-SIGNAL,100285,3-SWITCH,3-SWITCH,FALSE,1,100285;3-SWITCH;FALSE|100282;1-SWITCH;FALSE
018@100,5DBA3CA588,100004,CUDAHY,100301,2W-SIGNAL,100389,2E-SIGNAL,100282,1-SWITCH,1-SWITCH,FALSE,2,100285;3-SWITCH;FALSE|100282;1-SWITCH;FALSE
062@100,B5EC3FC94B,100004,CUDAHY,100300,4W-SIGNAL,100389,2E-SIGNAL,100295,3-SWITCH,3X,TRUE,1,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;FALSE
062@100,B5EC3FC94B,100004,CUDAHY,100300,4W-SIGNAL,100389,2E-SIGNAL,100285,3-SWITCH,3-SWITCH,TRUE,2,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;FALSE
062@100,B5EC3FC94B,100004,CUDAHY,100300,4W-SIGNAL,100389,2E-SIGNAL,100282,1-SWITCH,1-SWITCH,FALSE,3,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;FALSE
063@100,867F6A285D,100004,CUDAHY,100301,2W-SIGNAL,100433,4E-SIGNAL,100285,3-SWITCH,3-SWITCH,FALSE,1,100285;3-SWITCH;FALSE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
063@100,867F6A285D,100004,CUDAHY,100301,2W-SIGNAL,100433,4E-SIGNAL,100282,1-SWITCH,1-SWITCH,TRUE,2,100285;3-SWITCH;FALSE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
063@100,867F6A285D,100004,CUDAHY,100301,2W-SIGNAL,100433,4E-SIGNAL,100276,1-SWITCH,1X,TRUE,3,100285;3-SWITCH;FALSE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
090@100,0EDC915C31,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100295,3-SWITCH,3X,TRUE,1,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
090@100,0EDC915C31,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100285,3-SWITCH,3-SWITCH,TRUE,2,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
090@100,0EDC915C31,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100282,1-SWITCH,1-SWITCH,TRUE,3,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
090@100,0EDC915C31,100004,CUDAHY,100300,4W-SIGNAL,100433,4E-SIGNAL,100276,1-SWITCH,1X,TRUE,4,100295;3-SWITCH;TRUE|100285;3-SWITCH;TRUE|100282;1-SWITCH;TRUE|100276;1-SWITCH;TRUE
119@100,7F4E404626,100004,CUDAHY,100389,2E-SIGNAL,100301,2W-SIGNAL,100282,1-SWITCH,1-SWITCH,FALSE,1,100282;1-SWITCH;FALSE|100285;3-SWITCH;FALSE
119@100,7F4E404626,100004,CUDAHY,100389,2E-SIGNAL,100301,2W-SIGNAL,100285,3-SWITCH,3-SWITCH,FALSE,2,100282;1-SWITCH;FALSE|100285;3-SWITCH;FALSE
122@100,E20A7308BE,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100276,1-SWITCH,1X,FALSE,1,100276;1-SWITCH;FALSE|100295;3-SWITCH;FALSE
122@100,E20A7308BE,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100295,3-SWITCH,3X,FALSE,2,100276;1-SWITCH;FALSE|100295;3-SWITCH;FALSE
162@100,9BD39DACB3,100004,CUDAHY,100389,2E-SIGNAL,100300,4W-SIGNAL,100282,1-SWITCH,1-SWITCH,FALSE,1,100282;1-SWITCH;FALSE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
162@100,9BD39DACB3,100004,CUDAHY,100389,2E-SIGNAL,100300,4W-SIGNAL,100285,3-SWITCH,3-SWITCH,TRUE,2,100282;1-SWITCH;FALSE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
162@100,9BD39DACB3,100004,CUDAHY,100389,2E-SIGNAL,100300,4W-SIGNAL,100295,3-SWITCH,3X,TRUE,3,100282;1-SWITCH;FALSE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
165@100,A69331805B,100004,CUDAHY,100433,4E-SIGNAL,100301,2W-SIGNAL,100276,1-SWITCH,1X,TRUE,1,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;FALSE
165@100,A69331805B,100004,CUDAHY,100433,4E-SIGNAL,100301,2W-SIGNAL,100282,1-SWITCH,1-SWITCH,TRUE,2,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;FALSE
165@100,A69331805B,100004,CUDAHY,100433,4E-SIGNAL,100301,2W-SIGNAL,100285,3-SWITCH,3-SWITCH,FALSE,3,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;FALSE
189@100,66C9CFF528,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100276,1-SWITCH,1X,TRUE,1,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
189@100,66C9CFF528,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100282,1-SWITCH,1-SWITCH,TRUE,2,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
189@100,66C9CFF528,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100285,3-SWITCH,3-SWITCH,TRUE,3,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
189@100,66C9CFF528,100004,CUDAHY,100433,4E-SIGNAL,100300,4W-SIGNAL,100295,3-SWITCH,3X,TRUE,4,100276;1-SWITCH;TRUE|100282;1-SWITCH;TRUE|100285;3-SWITCH;TRUE|100295;3-SWITCH;TRUE
006@100,B818A2BC35,100005,STUART,100164,4W-SIGNAL,100661,4E-SIGNAL,100166,3-SWITCH,3-SWITCH,FALSE,1,100166;3-SWITCH;FALSE|100679;1-SWITCH;FALSE
006@100,B818A2BC35,100005,STUART,100164,4W-SIGNAL,100661,4E-SIGNAL,100679,1-SWITCH,1X,FALSE,2,100166;3-SWITCH;FALSE|100679;1-SWITCH;FALSE
007@100,AAF23C22FC,100005,STUART,100165,4W-SIGNAL,100661,4E-SIGNAL,100166,3-SWITCH,3-SWITCH,TRUE,1,100166;3-SWITCH;TRUE|100679;1-SWITCH;FALSE
007@100,AAF23C22FC,100005,STUART,100165,4W-SIGNAL,100661,4E-SIGNAL,100679,1-SWITCH,1X,FALSE,2,100166;3-SWITCH;TRUE|100679;1-SWITCH;FALSE
045@100,5A2393E4D1,100005,STUART,100889,2W-SIGNAL,100689,2E-SIGNAL,100684,1-SWITCH,1-SWITCH,FALSE,1,100684;1-SWITCH;FALSE
054@100,045A50ACBD,100005,STUART,100164,4W-SIGNAL,100689,2E-SIGNAL,100166,3-SWITCH,3-SWITCH,FALSE,1,100166;3-SWITCH;FALSE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
054@100,045A50ACBD,100005,STUART,100164,4W-SIGNAL,100689,2E-SIGNAL,100679,1-SWITCH,1X,TRUE,2,100166;3-SWITCH;FALSE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
054@100,045A50ACBD,100005,STUART,100164,4W-SIGNAL,100689,2E-SIGNAL,100684,1-SWITCH,1-SWITCH,TRUE,3,100166;3-SWITCH;FALSE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
055@100,D6EFE77D63,100005,STUART,100165,4W-SIGNAL,100689,2E-SIGNAL,100166,3-SWITCH,3-SWITCH,TRUE,1,100166;3-SWITCH;TRUE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
055@100,D6EFE77D63,100005,STUART,100165,4W-SIGNAL,100689,2E-SIGNAL,100679,1-SWITCH,1X,TRUE,2,100166;3-SWITCH;TRUE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
055@100,D6EFE77D63,100005,STUART,100165,4W-SIGNAL,100689,2E-SIGNAL,100684,1-SWITCH,1-SWITCH,TRUE,3,100166;3-SWITCH;TRUE|100679;1-SWITCH;TRUE|100684;1-SWITCH;TRUE
132@100,BAB3A1DDA2,100005,STUART,100661,4E-SIGNAL,100164,4W-SIGNAL,100679,1-SWITCH,1X,FALSE,1,100679;1-SWITCH;FALSE|100166;3-SWITCH;FALSE
132@100,BAB3A1DDA2,100005,STUART,100661,4E-SIGNAL,100164,4W-SIGNAL,100166,3-SWITCH,3-SWITCH,FALSE,2,100679;1-SWITCH;FALSE|100166;3-SWITCH;FALSE
134@100,648B0D9FAF,100005,STUART,100689,2E-SIGNAL,100889,2W-SIGNAL,100684,1-SWITCH,1-SWITCH,FALSE,1,100684;1-SWITCH;FALSE
172@100,03F8CC72FA,100005,STUART,100661,4E-SIGNAL,100165,4W-SIGNAL,100679,1-SWITCH,1X,FALSE,1,100679;1-SWITCH;FALSE|100166;3-SWITCH;TRUE
172@100,03F8CC72FA,100005,STUART,100661,4E-SIGNAL,100165,4W-SIGNAL,100166,3-SWITCH,3-SWITCH,TRUE,2,100679;1-SWITCH;FALSE|100166;3-SWITCH;TRUE
173@100,765C0BA592,100005,STUART,100689,2E-SIGNAL,100164,4W-SIGNAL,100684,1-SWITCH,1-SWITCH,TRUE,1,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;FALSE
173@100,765C0BA592,100005,STUART,100689,2E-SIGNAL,100164,4W-SIGNAL,100679,1-SWITCH,1X,TRUE,2,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;FALSE
173@100,765C0BA592,100005,STUART,100689,2E-SIGNAL,100164,4W-SIGNAL,100166,3-SWITCH,3-SWITCH,FALSE,3,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;FALSE
191@100,A14DB8091E,100005,STUART,100689,2E-SIGNAL,100165,4W-SIGNAL,100684,1-SWITCH,1-SWITCH,TRUE,1,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;TRUE
191@100,A14DB8091E,100005,STUART,100689,2E-SIGNAL,100165,4W-SIGNAL,100679,1-SWITCH,1X,TRUE,2,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;TRUE
191@100,A14DB8091E,100005,STUART,100689,2E-SIGNAL,100165,4W-SIGNAL,100166,3-SWITCH,3-SWITCH,TRUE,3,100684;1-SWITCH;TRUE|100679;1-SWITCH;TRUE|100166;3-SWITCH;TRUE
044@100,C8A8F433AA,100006,MESA,100882,2W-SIGNAL,100667,2E-SIGNAL,100674,3-SWITCH,3X,FALSE,1,100674;3-SWITCH;FALSE
050@100,EA62F3A9C3,100006,MESA,100915,4W-SIGNAL,100913,4E-SIGNAL,100675,3-SWITCH,3-SWITCH,FALSE,1,100675;3-SWITCH;FALSE|100665;1-SWITCH;FALSE
050@100,EA62F3A9C3,100006,MESA,100915,4W-SIGNAL,100913,4E-SIGNAL,100665,1-SWITCH,1-SWITCH,FALSE,2,100675;3-SWITCH;FALSE|100665;1-SWITCH;FALSE
081@100,03EB65FF63,100006,MESA,100882,2W-SIGNAL,100913,4E-SIGNAL,100674,3-SWITCH,3X,TRUE,1,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;FALSE
081@100,03EB65FF63,100006,MESA,100882,2W-SIGNAL,100913,4E-SIGNAL,100675,3-SWITCH,3-SWITCH,TRUE,2,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;FALSE
081@100,03EB65FF63,100006,MESA,100882,2W-SIGNAL,100913,4E-SIGNAL,100665,1-SWITCH,1-SWITCH,FALSE,3,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;FALSE
083@100,4DE770A330,100006,MESA,100915,4W-SIGNAL,100171,4E-SIGNAL,100675,3-SWITCH,3-SWITCH,FALSE,1,100675;3-SWITCH;FALSE|100665;1-SWITCH;TRUE
083@100,4DE770A330,100006,MESA,100915,4W-SIGNAL,100171,4E-SIGNAL,100665,1-SWITCH,1-SWITCH,TRUE,2,100675;3-SWITCH;FALSE|100665;1-SWITCH;TRUE
096@100,F4E7E77B4C,100006,MESA,100882,2W-SIGNAL,100171,4E-SIGNAL,100674,3-SWITCH,3X,TRUE,1,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;TRUE
096@100,F4E7E77B4C,100006,MESA,100882,2W-SIGNAL,100171,4E-SIGNAL,100675,3-SWITCH,3-SWITCH,TRUE,2,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;TRUE
096@100,F4E7E77B4C,100006,MESA,100882,2W-SIGNAL,100171,4E-SIGNAL,100665,1-SWITCH,1-SWITCH,TRUE,3,100674;3-SWITCH;TRUE|100675;3-SWITCH;TRUE|100665;1-SWITCH;TRUE
105@100,479E86F969,100006,MESA,100171,4E-SIGNAL,100915,4W-SIGNAL,100665,1-SWITCH,1-SWITCH,TRUE,1,100665;1-SWITCH;TRUE|100675;3-SWITCH;FALSE
105@100,479E86F969,100006,MESA,100171,4E-SIGNAL,100915,4W-SIGNAL,100675,3-SWITCH,3-SWITCH,FALSE,2,100665;1-SWITCH;TRUE|100675;3-SWITCH;FALSE
133@100,6C9744185A,100006,MESA,100667,2E-SIGNAL,100882,2W-SIGNAL,100674,3-SWITCH,3X,FALSE,1,100674;3-SWITCH;FALSE
148@100,7B64711651,100006,MESA,100913,4E-SIGNAL,100915,4W-SIGNAL,100665,1-SWITCH,1-SWITCH,FALSE,1,100665;1-SWITCH;FALSE|100675;3-SWITCH;FALSE
148@100,7B64711651,100006,MESA,100913,4E-SIGNAL,100915,4W-SIGNAL,100675,3-SWITCH,3-SWITCH,FALSE,2,100665;1-SWITCH;FALSE|100675;3-SWITCH;FALSE
154@100,9C3F410191,100006,MESA,100171,4E-SIGNAL,100882,2W-SIGNAL,100665,1-SWITCH,1-SWITCH,TRUE,1,100665;1-SWITCH;TRUE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
154@100,9C3F410191,100006,MESA,100171,4E-SIGNAL,100882,2W-SIGNAL,100675,3-SWITCH,3-SWITCH,TRUE,2,100665;1-SWITCH;TRUE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
154@100,9C3F410191,100006,MESA,100171,4E-SIGNAL,100882,2W-SIGNAL,100674,3-SWITCH,3X,TRUE,3,100665;1-SWITCH;TRUE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
183@100,B58624F309,100006,MESA,100913,4E-SIGNAL,100882,2W-SIGNAL,100665,1-SWITCH,1-SWITCH,FALSE,1,100665;1-SWITCH;FALSE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
183@100,B58624F309,100006,MESA,100913,4E-SIGNAL,100882,2W-SIGNAL,100675,3-SWITCH,3-SWITCH,TRUE,2,100665;1-SWITCH;FALSE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
183@100,B58624F309,100006,MESA,100913,4E-SIGNAL,100882,2W-SIGNAL,100674,3-SWITCH,3X,TRUE,3,100665;1-SWITCH;FALSE|100675;3-SWITCH;TRUE|100674;3-SWITCH;TRUE
021@100,34EAE2B3E1,100007,ROSE,100344,2W-SIGNAL,100340,2E-SIGNAL,100343,3-SWITCH,3X,FALSE,1,100343;3-SWITCH;FALSE|100341;1-SWITCH;FALSE
021@100,34EAE2B3E1,100007,ROSE,100344,2W-SIGNAL,100340,2E-SIGNAL,100341,1-SWITCH,1X,FALSE,2,100343;3-SWITCH;FALSE|100341;1-SWITCH;FALSE
025@100,0CFBA268AA,100007,ROSE,100414,4W-SIGNAL,100409,4E-SIGNAL,100413,3-SWITCH,3-SWITCH,FALSE,1,100413;3-SWITCH;FALSE|100412;1-SWITCH;FALSE
025@100,0CFBA268AA,100007,ROSE,100414,4W-SIGNAL,100409,4E-SIGNAL,100412,1-SWITCH,1-SWITCH,FALSE,2,100413;3-SWITCH;FALSE|100412;1-SWITCH;FALSE
066@100,195C17BCB6,100007,ROSE,100344,2W-SIGNAL,100409,4E-SIGNAL,100343,3-SWITCH,3X,TRUE,1,100343;3-SWITCH;TRUE|100413;3-SWITCH;TRUE|100412;1-SWITCH;FALSE
066@100,195C17BCB6,100007,ROSE,100344,2W-SIGNAL,100409,4E-SIGNAL,100413,3-SWITCH,3-SWITCH,TRUE,2,100343;3-SWITCH;TRUE|100413;3-SWITCH;TRUE|100412;1-SWITCH;FALSE
066@100,195C17BCB6,100007,ROSE,100344,2W-SIGNAL,100409,4E-SIGNAL,100412,1-SWITCH,1-SWITCH,FALSE,3,100343;3-SWITCH;TRUE|100413;3-SWITCH;TRUE|100412;1-SWITCH;FALSE
069@100,42A182B2BC,100007,ROSE,100414,4W-SIGNAL,100340,2E-SIGNAL,100413,3-SWITCH,3-SWITCH,FALSE,1,100413;3-SWITCH;FALSE|100412;1-SWITCH;TRUE|100341;1-SWITCH;TRUE
069@100,42A182B2BC,100007,ROSE,100414,4W-SIGNAL,100340,2E-SIGNAL,100412,1-SWITCH,1-SWITCH,TRUE,2,100413;3-SWITCH;FALSE|100412;1-SWITCH;TRUE|100341;1-SWITCH;TRUE
069@100,42A182B2BC,100007,ROSE,100414,4W-SIGNAL,100340,2E-SIGNAL,100341,1-SWITCH,1X,TRUE,3,100413;3-SWITCH;FALSE|100412;1-SWITCH;TRUE|100341;1-SWITCH;TRUE
091@100,9C6BB108B6,100007,ROSE,100344,2W-SIGNAL,100340,2E-SIGNAL,100343,3-SWITCH,3X,TRUE,1,100343;3-SWITCH;TRUE|100413;3-SWITCH;TRUE|100412;1-SWITCH;TRUE|100341;1-SWITCH;TRUE
091@100,9C6BB108B6,100007,ROSE,100344,2W-SIGNAL,100340,2E-SIGNAL,100413,3-SWITCH,3-SWITCH,TRUE,2,100343;3-SWITCH;TRUE|100413;3-SWITCH;TRUE|100412;1-SWITCH;TRUE|100341;1-SWITCH;TRUE
