route_guid,system_uid,control_point_uid,control_point_name,entry_signal_uid,entry_signal_name,exit_signal_uid,exit_signal_name,switch_uid,switch_name,switch_tooltip_name,required_state,switch_order,switch_list_raw
196@100,C9818115FC,100020,CARDIFF,100910,4E-SIGNAL,100916,4W-SIGNAL,100912,1-SWITCH,1X,TRUE,1,100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE
196@100,C9818115FC,100020,CARDIFF,100910,4E-SIGNAL,100916,4W-SIGNAL,100881,1-SWITCH,1-SWITCH,TRUE,2,100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE
196@100,C9818115FC,100020,CARDIFF,100910,4E-SIGNAL,100916,4W-SIGNAL,100888,3-SWITCH,3-SWITCH,TRUE,3,100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE
196@100,C9818115FC,100020,CARDIFF,100910,4E-SIGNAL,100916,4W-SIGNAL,100914,3-SWITCH,3X,TRUE,4,100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE
023@100,5A00AC0B4D,100022,VALLEY,100386,48-SIGNAL,100379,47-SIGNAL,100385,1-SWITCH,1-SWITCH,FALSE,1,100385;23-SWITCH;FALSE
067@100,C981959CB6,100022,VALLEY,100386,48-SIGNAL,100380,47-SIGNAL,100385,1-SWITCH,1-SWITCH,TRUE,1,100385;23-SWITCH;TRUE
117@100,74CD7003FE,100022,VALLEY,100379,47-SIGNAL,100386,48-SIGNAL,100385,1-SWITCH,1-SWITCH,FALSE,1,100385;23-SWITCH;FALSE
118@100,E40DA0A6D4,100022,VALLEY,100380,47-SIGNAL,100386,48-SIGNAL,100385,1-SWITCH,1-SWITCH,TRUE,1,100385;23-SWITCH;TRUE
048@100,2E7E0EDD12,100023,CROSBY,100907,38-SIGNAL,100394,41-SIGNAL,100899,1-SWITCH,1-SWITCH,FALSE,1,100899;18-SWITCH;FALSE
049@100,BE5670325C,100023,CROSBY,100911,38-SIGNAL,100394,41-SIGNAL,100899,1-SWITCH,1-SWITCH,TRUE,1,100899;18-SWITCH;TRUE
120@100,1CEB3D70C0,100023,CROSBY,100394,41-SIGNAL,100907,38-SIGNAL,100899,1-SWITCH,1-SWITCH,FALSE,1,100899;18-SWITCH;FALSE
163@100,AEBD6D2531,100023,CROSBY,100394,41-SIGNAL,100911,38-SIGNAL,100899,1-SWITCH,1-SWITCH,TRUE,1,100899;18-SWITCH;TRUE
024@100,DF067B7C83,100024,DEL MAR,100408,43-SIGNAL,100892,39-SIGNAL,100407,1-SWITCH,1-SWITCH,FALSE,1,100407;19-SWITCH;FALSE
068@100,8F0AC7029D,100024,DEL MAR,100408,43-SIGNAL,100909,39-SIGNAL,100407,1-SWITCH,1-SWITCH,TRUE,1,100407;19-SWITCH;TRUE
144@100,2C24C21AE1,100024,DEL MAR,100892,39-SIGNAL,100408,43-SIGNAL,100407,1-SWITCH,1-SWITCH,FALSE,1,100407;19-SWITCH;FALSE
146@100,1059BC4905,100024,DEL MAR,100909,39-SIGNAL,100408,43-SIGNAL,100407,1-SWITCH,1-SWITCH,TRUE,1,100407;19-SWITCH;TRUE
009@100,2F166D117C,100025,TORREY,100185,W-SIGNAL,100184,E-SIGNAL,100187,1-SWITCH,1-SWITCH,FALSE,1,100187;1-SWITCH;FALSE
010@100,FE39D7C7F8,100025,TORREY,100186,W-SIGNAL,100184,E-SIGNAL,100187,1-SWITCH,1-SWITCH,TRUE,1,100187;1-SWITCH;TRUE
106@100,2AD66AEB57,100025,TORREY,100184,E-SIGNAL,100185,W-SIGNAL,100187,1-SWITCH,1-SWITCH,FALSE,1,100187;1-SWITCH;FALSE
155@100,1F2D3243DE,100025,TORREY,100184,E-SIGNAL,100186,W-SIGNAL,100187,1-SWITCH,1-SWITCH,TRUE,1,100187;1-SWITCH;TRUE
026@100,8E58678119,100027,MIRAMAR,100441,W-SIGNAL,100440,27-SIGNAL,100459,3-SWITCH,3-SWITCH,FALSE,1,100459;12-SWITCH;FALSE|100443;11-SWITCH;FALSE
026@100,8E58678119,100027,MIRAMAR,100441,W-SIGNAL,100440,27-SIGNAL,100443,1-SWITCH,1-SWITCH,FALSE,2,100459;12-SWITCH;FALSE|100443;11-SWITCH;FALSE
027@100,A1B7815D28,100027,MIRAMAR,100442,W-SIGNAL,100440,27-SIGNAL,100459,3-SWITCH,3-SWITCH,TRUE,1,100459;12-SWITCH;TRUE|100443;11-SWITCH;FALSE
027@100,A1B7815D28,100027,MIRAMAR,100442,W-SIGNAL,100440,27-SIGNAL,100443,1-SWITCH,1-SWITCH,FALSE,2,100459;12-SWITCH;TRUE|100443;11-SWITCH;FALSE
028@100,D819799B8C,100027,MIRAMAR,100460,W-SIGNAL,100440,27-SIGNAL,100443,1-SWITCH,1-SWITCH,TRUE,1,100443;11-SWITCH;TRUE
123@100,034AF1B379,100027,MIRAMAR,100440,27-SIGNAL,100441,W-SIGNAL,100443,1-SWITCH,1-SWITCH,FALSE,1,100443;11-SWITCH;FALSE|100459;12-SWITCH;FALSE
123@100,034AF1B379,100027,MIRAMAR,100440,27-SIGNAL,100441,W-SIGNAL,100459,3-SWITCH,3-SWITCH,FALSE,2,100443;11-SWITCH;FALSE|100459;12-SWITCH;FALSE
166@100,86C184B1AD,100027,MIRAMAR,100440,27-SIGNAL,100460,W-SIGNAL,100443,1-SWITCH,1-SWITCH,TRUE,1,100443;11-SWITCH;TRUE
167@100,1655ED4BBD,100027,MIRAMAR,100440,27-SIGNAL,100442,W-SIGNAL,100443,1-SWITCH,1-SWITCH,FALSE,1,100443;11-SWITCH;FALSE|100459;12-SWITCH;TRUE
167@100,1655ED4BBD,100027,MIRAMAR,100440,27-SIGNAL,100442,W-SIGNAL,100459,3-SWITCH,3-SWITCH,TRUE,2,100443;11-SWITCH;FALSE|100459;12-SWITCH;TRUE
030@100,08DA64FCFD,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100533,5-SWITCH,5-SWITCH,TRUE,1,100533;20-SWITCH;TRUE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
030@100,08DA64FCFD,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100519,3-SWITCH,3X,FALSE,2,100533;20-SWITCH;TRUE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
030@100,08DA64FCFD,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,FALSE,3,100533;20-SWITCH;TRUE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
031@100,3A930D282E,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100533,5-SWITCH,5-SWITCH,FALSE,1,100533;20-SWITCH;FALSE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
031@100,3A930D282E,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100519,3-SWITCH,3X,FALSE,2,100533;20-SWITCH;FALSE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
031@100,3A930D282E,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,FALSE,3,100533;20-SWITCH;FALSE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE
032@100,C3BD209420,100033,ASH,100546,W-SIGNAL,100528,4E-SIGNAL,100535,7-SWITCH,7-SWITCH,FALSE,1,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
032@100,C3BD209420,100033,ASH,100546,W-SIGNAL,100528,4E-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,2,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
032@100,C3BD209420,100033,ASH,100546,W-SIGNAL,100528,4E-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,3,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
033@100,A21575D495,100033,ASH,100547,W-SIGNAL,100528,4E-SIGNAL,100535,7-SWITCH,7-SWITCH,TRUE,1,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
033@100,A21575D495,100033,ASH,100547,W-SIGNAL,100528,4E-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,2,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
033@100,A21575D495,100033,ASH,100547,W-SIGNAL,100528,4E-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,3,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE
072@100,5432BDA6ED,100033,ASH,100544,W-SIGNAL,100528,4E-SIGNAL,100533,5-SWITCH,5-SWITCH,TRUE,1,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
072@100,5432BDA6ED,100033,ASH,100544,W-SIGNAL,100528,4E-SIGNAL,100519,3-SWITCH,3X,TRUE,2,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
072@100,5432BDA6ED,100033,ASH,100544,W-SIGNAL,100528,4E-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,3,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
072@100,5432BDA6ED,100033,ASH,100544,W-SIGNAL,100528,4E-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,4,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
073@100,6EF20C58BC,100033,ASH,100545,W-SIGNAL,100528,4E-SIGNAL,100533,5-SWITCH,5-SWITCH,FALSE,1,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
073@100,6EF20C58BC,100033,ASH,100545,W-SIGNAL,100528,4E-SIGNAL,100519,3-SWITCH,3X,TRUE,2,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
073@100,6EF20C58BC,100033,ASH,100545,W-SIGNAL,100528,4E-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,3,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
073@100,6EF20C58BC,100033,ASH,100545,W-SIGNAL,100528,4E-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,4,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE
074@100,E3E5150E62,100033,ASH,100546,W-SIGNAL,100692,EB MT1,100535,7-SWITCH,7-SWITCH,FALSE,1,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
074@100,E3E5150E62,100033,ASH,100546,W-SIGNAL,100692,EB MT1,100530,3-SWITCH,3-SWITCH,FALSE,2,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
074@100,E3E5150E62,100033,ASH,100546,W-SIGNAL,100692,EB MT1,100529,1-SWITCH,1-SWITCH,TRUE,3,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
074@100,E3E5150E62,100033,ASH,100546,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,TRUE,4,100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
075@100,C2DEA98867,100033,ASH,100547,W-SIGNAL,100692,EB MT1,100535,7-SWITCH,7-SWITCH,TRUE,1,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
075@100,C2DEA98867,100033,ASH,100547,W-SIGNAL,100692,EB MT1,100530,3-SWITCH,3-SWITCH,FALSE,2,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
075@100,C2DEA98867,100033,ASH,100547,W-SIGNAL,100692,EB MT1,100529,1-SWITCH,1-SWITCH,TRUE,3,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
075@100,C2DEA98867,100033,ASH,100547,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,TRUE,4,100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
093@100,542855BBCB,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100533,5-SWITCH,5-SWITCH,TRUE,1,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
093@100,542855BBCB,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100519,3-SWITCH,3X,TRUE,2,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
093@100,542855BBCB,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100530,3-SWITCH,3-SWITCH,TRUE,3,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
093@100,542855BBCB,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100529,1-SWITCH,1-SWITCH,TRUE,4,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
093@100,542855BBCB,100033,ASH,100544,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,TRUE,5,100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
094@100,DFA085AA00,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100533,5-SWITCH,5-SWITCH,FALSE,1,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
094@100,DFA085AA00,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100519,3-SWITCH,3X,TRUE,2,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
094@100,DFA085AA00,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100530,3-SWITCH,3-SWITCH,TRUE,3,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
094@100,DFA085AA00,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100529,1-SWITCH,1-SWITCH,TRUE,4,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
094@100,DFA085AA00,100033,ASH,100545,W-SIGNAL,100692,EB MT1,100518,1-SWITCH,1X,TRUE,5,100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE
128@100,5482BD953B,100033,ASH,100528,4E-SIGNAL,100546,W-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,1,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
128@100,5482BD953B,100033,ASH,100528,4E-SIGNAL,100546,W-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,2,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
128@100,5482BD953B,100033,ASH,100528,4E-SIGNAL,100546,W-SIGNAL,100535,7-SWITCH,7-SWITCH,FALSE,3,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
135@100,AC8D534090,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100518,1-SWITCH,1X,FALSE,1,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;FALSE
135@100,AC8D534090,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100519,3-SWITCH,3X,FALSE,2,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;FALSE
135@100,AC8D534090,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100533,5-SWITCH,5-SWITCH,FALSE,3,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;FALSE
168@100,CC7AC86EA8,100033,ASH,100528,4E-SIGNAL,100545,W-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,1,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
168@100,CC7AC86EA8,100033,ASH,100528,4E-SIGNAL,100545,W-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,2,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
168@100,CC7AC86EA8,100033,ASH,100528,4E-SIGNAL,100545,W-SIGNAL,100519,3-SWITCH,3X,TRUE,3,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
168@100,CC7AC86EA8,100033,ASH,100528,4E-SIGNAL,100545,W-SIGNAL,100533,5-SWITCH,5-SWITCH,FALSE,4,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
169@100,AB2A10380B,100033,ASH,100528,4E-SIGNAL,100547,W-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,1,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
169@100,AB2A10380B,100033,ASH,100528,4E-SIGNAL,100547,W-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,2,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
169@100,AB2A10380B,100033,ASH,100528,4E-SIGNAL,100547,W-SIGNAL,100535,7-SWITCH,7-SWITCH,TRUE,3,100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
174@100,2ECA10E2DB,100033,ASH,100692,EB MT1,100546,W-SIGNAL,100518,1-SWITCH,1X,TRUE,1,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
174@100,2ECA10E2DB,100033,ASH,100692,EB MT1,100546,W-SIGNAL,100529,1-SWITCH,1-SWITCH,TRUE,2,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
174@100,2ECA10E2DB,100033,ASH,100692,EB MT1,100546,W-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,3,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
174@100,2ECA10E2DB,100033,ASH,100692,EB MT1,100546,W-SIGNAL,100535,7-SWITCH,7-SWITCH,FALSE,4,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE
175@100,D271D14018,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100518,1-SWITCH,1X,FALSE,1,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;TRUE
175@100,D271D14018,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100519,3-SWITCH,3X,FALSE,2,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;TRUE
175@100,D271D14018,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100533,5-SWITCH,5-SWITCH,TRUE,3,100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;TRUE
190@100,DC80ED2264,100033,ASH,100528,4E-SIGNAL,100544,W-SIGNAL,100529,1-SWITCH,1-SWITCH,FALSE,1,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
190@100,DC80ED2264,100033,ASH,100528,4E-SIGNAL,100544,W-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,2,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
190@100,DC80ED2264,100033,ASH,100528,4E-SIGNAL,100544,W-SIGNAL,100519,3-SWITCH,3X,TRUE,3,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
190@100,DC80ED2264,100033,ASH,100528,4E-SIGNAL,100544,W-SIGNAL,100533,5-SWITCH,5-SWITCH,TRUE,4,100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
192@100,8C74F4C8CE,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100518,1-SWITCH,1X,TRUE,1,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
192@100,8C74F4C8CE,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100529,1-SWITCH,1-SWITCH,TRUE,2,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
192@100,8C74F4C8CE,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,3,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
192@100,8C74F4C8CE,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100519,3-SWITCH,3X,TRUE,4,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
192@100,8C74F4C8CE,100033,ASH,100692,EB MT1,100545,W-SIGNAL,100533,5-SWITCH,5-SWITCH,FALSE,5,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE
193@100,719E92CE74,100033,ASH,100692,EB MT1,100547,W-SIGNAL,100518,1-SWITCH,1X,TRUE,1,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
193@100,719E92CE74,100033,ASH,100692,EB MT1,100547,W-SIGNAL,100529,1-SWITCH,1-SWITCH,TRUE,2,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
193@100,719E92CE74,100033,ASH,100692,EB MT1,100547,W-SIGNAL,100530,3-SWITCH,3-SWITCH,FALSE,3,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
193@100,719E92CE74,100033,ASH,100692,EB MT1,100547,W-SIGNAL,100535,7-SWITCH,7-SWITCH,TRUE,4,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE
199@100,56DA165C6D,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100518,1-SWITCH,1X,TRUE,1,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
199@100,56DA165C6D,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100529,1-SWITCH,1-SWITCH,TRUE,2,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
199@100,56DA165C6D,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100530,3-SWITCH,3-SWITCH,TRUE,3,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
199@100,56DA165C6D,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100519,3-SWITCH,3X,TRUE,4,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
199@100,56DA165C6D,100033,ASH,100692,EB MT1,100544,W-SIGNAL,100533,5-SWITCH,5-SWITCH,TRUE,5,100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE
034@100,3E689D89C7,100035,CONVAIR,100627,4W-SIGNAL,100625,4E-SIGNAL,100623,1-SWITCH,1-SWITCH,FALSE,1,100623;1-SWITCH;FALSE
035@100,AC6FADB263,100035,CONVAIR,100628,2W-SIGNAL,100626,2E-SIGNAL,100624,1-SWITCH,1X,FALSE,1,100624;1-SWITCH;FALSE
076@100,D9DD100A4B,100035,CONVAIR,100628,2W-SIGNAL,100625,4E-SIGNAL,100624,1-SWITCH,1X,TRUE,1,100624;1-SWITCH;TRUE|100623;1-SWITCH;TRUE
076@100,D9DD100A4B,100035,CONVAIR,100628,2W-SIGNAL,100625,4E-SIGNAL,100623,1-SWITCH,1-SWITCH,TRUE,2,100624;1-SWITCH;TRUE|100623;1-SWITCH;TRUE
129@100,081021EEC4,100035,CONVAIR,100625,4E-SIGNAL,100627,4W-SIGNAL,100623,1-SWITCH,1-SWITCH,FALSE,1,100623;1-SWITCH;FALSE
130@100,E0E38861B0,100035,CONVAIR,100626,2E-SIGNAL,100628,2W-SIGNAL,100624,1-SWITCH,1X,FALSE,1,100624;1-SWITCH;FALSE
170@100,1527633FB4,100035,CONVAIR,100625,4E-SIGNAL,100628,2W-SIGNAL,100623,1-SWITCH,1-SWITCH,TRUE,1,100623;1-SWITCH;TRUE|100624;1-SWITCH;TRUE
170@100,1527633FB4,100035,CONVAIR,100625,4E-SIGNAL,100628,2W-SIGNAL,100624,1-SWITCH,1X,TRUE,2,100623;1-SWITCH;TRUE|100624;1-SWITCH;TRUE
181@200,E6F6AEE76F,200000,OCEAN,200119,12W-SIGNAL,200113,11E-SIGNAL,200118,1-SWITCH,1-SWITCH,FALSE,1,200118;1-SWITCH;FALSE
208@200,540EB39AC3,200000,OCEAN,200119,12W-SIGNAL,200112,11E-SIGNAL,200118,1-SWITCH,1-SWITCH,TRUE,1,200118;1-SWITCH;TRUE
223@200,0C28A3B85B,200000,OCEAN,200112,11E-SIGNAL,200119,12W-SIGNAL,200118,1-SWITCH,1-SWITCH,TRUE,1,200118;1-SWITCH;TRUE
224@200,1E291E43F4,200000,OCEAN,200113,11E-SIGNAL,200119,12W-SIGNAL,200118,1-SWITCH,1-SWITCH,FALSE,1,200118;1-SWITCH;FALSE
