signal_uid,control_point_uid,subdivision_name,codeline,signal_name,tool_tip_name,signal_type,in_time_type,shared_anchor_raw,fleet_control_bit_raw,pctl_secondary_part,sctl_primary_part,sctl_secondary_part,tctl_secondary_part,anchor_equals_fleet,anchor_equals_pctl_secondary,anchor_equals_sctl_primary,anchor_equals_sctl_secondary,anchor_equals_tctl_secondary,core_anchor_all_equal_excluding_sctl_secondary,sctl_secondary_exception,pind_resolved_mnemonics,pind_resolved_long_names,pctl_resolved_mnemonics,pctl_resolved_long_names,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_mnemonics,tctl_resolved_long_names,in_time_resolved_mnemonics,in_time_resolved_long_names,call_on_resolved_mnemonics,call_on_resolved_long_names,near_side_ctl_resolved_mnemonics,entry_route_count,exit_route_count,route_total_count
100754,100017,SAN DIEGO,5,2E-SIGNAL,2EA_B,R,INTIMEBIT,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EAST SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100757,100017,SAN DIEGO,5,2W-SIGNAL,2WA_B,L,INTIMEBIT,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WEST SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100765,100017,SAN DIEGO,5,4E-SIGNAL,4EA_B,R,INTIMEBIT,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,True,True,True,True,True,True,False,4EGK,4 SIGNAL CONTROL,4EGHS,4 EAST SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100768,100017,SAN DIEGO,5,4W-SIGNAL,4WA_B,L,INTIMEBIT,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,0;1;100017;0005,True,True,True,True,True,True,False,4WGK,4 SIGNAL INDICATION,4WGHS,4 WEST SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100327,100018,SAN DIEGO,5,3-SIGNAL,EB,R,OPPOSING,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,True,True,True,True,True,True,False,EHKR,EASTBOUND SIGNAL INDICATION,EHSR,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHKR,WESTBOUND SIGNAL INDICATION,,,,1,1,2
100328,100018,SAN DIEGO,5,3-SIGNAL,EA,R,OPPOSING,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,True,True,True,True,True,True,False,EHKR,EASTBOUND SIGNAL INDICATION,EHSR,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHKR,WESTBOUND SIGNAL INDICATION,,,,1,1,2
100334,100018,SAN DIEGO,5,15-SIGNAL,WA_B,L,OPPOSING,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,0;1;100018;0005,True,True,True,True,True,True,False,WHKR,WESTBOUND SIGNAL INDICATION,WHSR,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHKR,EASTBOUND SIGNAL INDICATION,,,,2,2,4
100350,100019,SAN DIEGO,5,53-SIGNAL,EA_B,R,INTIMEBIT,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100351,100019,SAN DIEGO,5,54-SIGNAL,WA,L,INTIMEBIT,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100897,100019,SAN DIEGO,5,54-SIGNAL,WB,L,INTIMEBIT,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,0;1;100019;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100874,100020,SAN DIEGO,5,2E-SIGNAL,1E-SIGNAL,R,INTIMEBIT,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,True,True,True,True,True,True,False,2EGK,2E SIGNAL CLEAR INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNALS IN TIME INDICATION,,,,2,2,4
100890,100020,SAN DIEGO,5,2W-SIGNAL,1W-SIGNAL,L,INTIMEBIT,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,True,True,True,True,True,True,False,2WGK,2W SIGNAL CLEAR INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNALS IN TIME INDICATION,,,,2,2,4
100910,100020,SAN DIEGO,5,4E-SIGNAL,2E-SIGNAL,R,INTIMEBIT,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,True,True,True,True,True,True,False,4EGK,4E SIGNAL CLEAR INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNALS IN TIME INDICATION,,,,3,3,6
100916,100020,SAN DIEGO,5,4W-SIGNAL,2W-SIGNAL,L,INTIMEBIT,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,0;1;100020;0005,True,True,True,True,True,True,False,4WGK,4W SIGNAL CLEAR INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNALS IN TIME INDICATION,,,,3,3,6
100379,100022,SAN DIEGO,5,47-SIGNAL,EAA_B,R,INTIMEBIT,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EHZ,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100380,100022,SAN DIEGO,5,47-SIGNAL,EBA_B,R,INTIMEBIT,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EHZ,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100386,100022,SAN DIEGO,5,48-SIGNAL,WA_B,L,INTIMEBIT,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,0;1;100022;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WHZ,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100394,100023,SAN DIEGO,5,41-SIGNAL,EA_B,R,OPPOSING,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EHS,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHK,WESTBOUND SIGNAL INDICATION,,,,2,2,4
100907,100023,SAN DIEGO,5,38-SIGNAL,WAA_B,L,OPPOSING,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WHS,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHK,EASTBOUND SIGNAL INDICATION,,,,1,1,2
100911,100023,SAN DIEGO,5,38-SIGNAL,WBA_B,L,OPPOSING,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,0;1;100023;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WHS,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHK,EASTBOUND SIGNAL INDICATION,,,,1,1,2
100408,100024,SAN DIEGO,5,43-SIGNAL,WA_B,L,OPPOSING,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHK,EASTBOUND SIGNAL INDICATION,,,,2,2,4
100892,100024,SAN DIEGO,5,39-SIGNAL,EA,R,OPPOSING,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHK,WESTBOUND SIGNAL INDICATION,,,,1,1,2
100909,100024,SAN DIEGO,5,39-SIGNAL,EB,R,OPPOSING,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,0;1;100024;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHK,WESTBOUND SIGNAL INDICATION,,,,1,1,2
100184,100025,SAN DIEGO,5,E-SIGNAL,EA_B,R,INTIMEBIT,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100185,100025,SAN DIEGO,5,W-SIGNAL,WA,L,INTIMEBIT,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100186,100025,SAN DIEGO,5,W-SIGNAL,WC,L,INTIMEBIT,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,0;1;100025;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100440,100027,SAN DIEGO,5,27-SIGNAL,2EA_B,R,INTIMEBIT,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,3,3,6
100441,100027,SAN DIEGO,5,W-SIGNAL,2WA_B,L,INTIMEBIT,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,True,True,True,True,True,True,False,2-4WGK,2-4 WESBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,1,1,2
100442,100027,SAN DIEGO,5,W-SIGNAL,4WA_B,L,INTIMEBIT,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,True,True,True,True,True,True,False,2-4WGK,2-4 WESBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,1,1,2
100460,100027,SAN DIEGO,5,W-SIGNAL,2WC_D,L,INTIMEBIT,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,0;1;100027;0005,True,True,True,True,True,True,False,2-4WGK,2-4 WESBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,1,1,2
100528,100033,SAN DIEGO,5,4E-SIGNAL,4EA_B,R,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,4EGK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,4ECOGHS,4 EAST SIGNAL CALL-ON,,4,4,8
100544,100033,SAN DIEGO,5,W-SIGNAL,2WBA_B,L,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100545,100033,SAN DIEGO,5,W-SIGNAL,2WAA_B,L,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100546,100033,SAN DIEGO,5,W-SIGNAL,4WAA_B,L,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100547,100033,SAN DIEGO,5,W-SIGNAL,4WBA_B,L,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100692,100033,SAN DIEGO,5,EB MT1,2EA_B,R,INTIMEBIT,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,0;1;100033;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,2ECOGHS,2 EAST SIGNAL CALL-ON,,6,6,12
100625,100035,SAN DIEGO,5,4E-SIGNAL,4E,R,INTIMEBIT,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,True,True,True,True,True,True,False,4EGK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100626,100035,SAN DIEGO,5,2E-SIGNAL,2E,R,INTIMEBIT,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,1,1,2
100627,100035,SAN DIEGO,5,4W-SIGNAL,4W,L,INTIMEBIT,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,1,1,2
100628,100035,SAN DIEGO,5,2W-SIGNAL,2W,L,INTIMEBIT,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,0;1;100035;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,2,2,4
